CLI,UTSOU,CPACK,CPRO,ETA,DDSOU,DFSOU
44282968,000594    ,000022,650,VA,2024-12-02,2028-11-30
44282968,000594    ,000022,640,VA,2024-12-02,2025-12-02
44282968,000594    ,000022,213,VA,2024-12-02,
44282968,000594    ,000022,   ,VA,2024-12-02,
44295456,010146    ,000022,222,VA,2024-12-02,
44295456,010146    ,000022,201,VA,2024-12-02,
44295456,010146    ,000022,490,VA,2024-12-02,2025-01-31
44287205,000657    ,000011,653,VA,2024-12-02,2028-11-30
44287205,000657    ,000011,643,VA,2024-12-02,2025-12-02
44287205,000657    ,640004,   ,VA,2024-12-02,2025-02-27
44295456,010146    ,000022,650,VA,2024-12-02,2028-11-30
44295456,010146    ,000022,640,VA,2024-12-02,2025-12-02
44295456,010146    ,000022,210,VA,2024-12-02,
44295456,010146    ,000022,213,VA,2024-12-02,
44295456,010146    ,000022,   ,VA,2024-12-02,
44295531,EXT178    ,000011,222,VA,2024-12-02,
44295531,EXT178    ,000011,201,VA,2024-12-02,
44295531,EXT178    ,000011,490,VA,2024-12-02,2029-02-15
44295531,EXT178    ,000011,653,VA,2024-12-02,2028-11-30
44295605,010219    ,      ,201,VA,2024-12-02,
44269588,010112    ,000011,   ,VA,2024-12-02,
44269588,010112    ,000011,201,VA,2024-12-02,
44269588,010112    ,000011,653,VA,2024-12-02,2028-11-30
44269588,010112    ,000011,643,VA,2024-12-02,2025-12-02
44295531,EXT178    ,000011,643,VA,2024-12-02,2025-12-02
44269588,010112    ,000011,210,VA,2024-12-02,
44295531,EXT178    ,000011,210,VA,2024-12-02,
44269588,010112    ,000011,213,VA,2024-12-02,
44205885,010280    ,000077,665,VA,2024-12-02,2029-11-30
44205885,010280    ,000077,210,VA,2024-12-02,
44205885,010280    ,000077,   ,VA,2024-12-02,
44236064,000793    ,      ,355,VA,2024-12-02,
44295531,EXT178    ,000011,613,VA,2024-12-02,2025-12-02
44295531,EXT178    ,000011,213,VA,2024-12-02,
44295531,EXT178    ,000011,   ,VA,2024-12-02,
44249741,000650    ,      ,351,VA,2024-11-27,
44295679,010148    ,000011,222,VA,2024-12-02,
44295828,000657    ,      ,201,VA,2024-12-02,
44295902,000656    ,100002,221,VA,2024-12-02,
44236064,010210    ,000011,613,VA,2024-12-02,2025-12-02
44295977,000682    ,      ,201,VA,2024-12-02,
44257026,000379    ,      ,355,VA,2024-11-08,
44260743,000389    ,      ,355,VA,2024-11-26,
43871385,010241    ,000011,653,VA,2024-12-03,2028-11-30
43871385,010241    ,000011,   ,VA,2024-12-03,
44296125,000485    ,      ,222,VA,2024-12-03,
44262229,000439    ,000011,201,VA,2024-12-03,
44262229,000439    ,000011,653,VA,2024-12-03,2028-11-30
44262229,000439    ,000011,643,VA,2024-12-03,2025-12-03
44262229,000439    ,000011,210,VA,2024-12-03,
44262229,000439    ,000011,213,VA,2024-12-03,
44262229,000439    ,000011,   ,VA,2024-12-03,
44260594,EXT219    ,      ,201,VA,2024-12-03,
44260594,EXT219    ,      ,650,VA,2024-12-03,2025-02-19
44260594,EXT219    ,      ,640,VA,2024-12-03,2025-02-19
44260594,EXT219    ,      ,210,VA,2024-12-03,2025-02-19
44296348,010235    ,      ,222,VA,2024-12-03,
44296274,000601    ,      ,222,VA,2024-12-03,
44260594,EXT219    ,      ,213,VA,2024-12-03,2025-02-19
44294118,010257    ,000022,201,VA,2024-12-03,
44294118,010257    ,000022,640,VA,2024-12-03,2025-12-03
44260594,EXT219    ,000022,   ,VA,2024-12-03,2025-02-19
44294118,010257    ,000022,213,VA,2024-12-03,
44294118,010257    ,000022,210,VA,2024-12-03,
44294118,010257    ,000022,   ,VA,2024-12-03,
44167752,000464    ,      ,490,VA,2024-12-03,2025-02-04
44167752,000464    ,000022,650,VA,2024-12-03,2028-11-30
44167752,000464    ,000022,640,VA,2024-12-03,2025-12-03
44167752,000464    ,      ,210,VA,2024-12-03,2025-02-24
44167752,000464    ,      ,613,VA,2024-12-03,2025-12-03
44167752,000464    ,000022,213,VA,2024-12-03,
44167752,000464    ,000022,   ,VA,2024-12-03,2025-02-24
43808350,010108    ,640004,653,VA,2024-12-03,2028-11-30
43808350,010108    ,640004,643,VA,2024-12-03,2025-12-03
43808350,010108    ,640004,   ,VA,2024-12-03,
44296497,010296    ,      ,222,VA,2024-12-03,
44295085,010286    ,000077,665,VA,2024-12-03,2029-11-30
44295085,010286    ,000077,210,VA,2024-12-03,
44295085,010286    ,000077,   ,VA,2024-12-03,
44285644,010125    ,000033,201,VA,2024-12-03,
44296571,000602    ,      ,201,VA,2024-12-03,
44296720,000602    ,      ,201,VA,2024-12-03,
44296794,010148    ,000011,222,VA,2024-12-03,
44296869,000602    ,      ,201,VA,2024-12-03,
44269217,000764    ,000011,653,VA,2024-12-03,2028-11-30
44294044,000656    ,      ,201,VA,2024-12-03,
44296943,010310    ,000033,201,VA,2024-12-03,
44296943,010310    ,000033,222,VA,2024-12-03,
44296943,010310    ,000033,651,VA,2024-12-03,2028-11-30
44296943,010310    ,000033,641,VA,2024-12-03,2025-12-03
44296943,010310    ,000033,210,VA,2024-12-03,
44296943,010310    ,000033,213,VA,2024-12-03,
44296943,010310    ,000033,   ,VA,2024-12-03,
44297166,000527    ,      ,201,VA,2024-12-03,
44297017,000656    ,      ,201,VA,2024-12-03,2024-12-09
43669867,010269    ,      ,605,VA,2024-11-29,2025-03-05
44297240,010116    ,      ,201,VA,2024-12-03,
44071416,010251    ,000077,665,VA,2024-12-03,2029-11-30
44071416,010251    ,000077,210,VA,2024-12-03,
44071416,010251    ,000077,   ,VA,2024-12-03,
44297463,010130    ,      ,221,VA,2024-12-03,
44297389,000595    ,      ,271,VA,2024-12-03,
44272785,010293    ,640004,653,VA,2024-12-03,2028-11-30
44272785,010293    ,640004,643,VA,2024-12-03,2025-12-03
44151696,000626    ,000011,201,VA,2024-12-03,
44151696,000626    ,000011,490,VA,2024-12-03,2040-12-30
44272785,010293    ,640004,   ,VA,2024-12-03,
44151696,000626    ,000011,210,VA,2024-12-03,
44151696,000626    ,000011,613,VA,2024-12-03,2025-12-03
44151696,000626    ,000011,213,VA,2024-12-03,
44151696,000626    ,000011,   ,VA,2024-12-03,
44297389,010335    ,      ,201,VA,2024-12-03,2025-01-17
44297538,000278    ,000022,222,VA,2024-12-03,
44266689,010293    ,000033,201,VA,2024-12-03,
44266689,010293    ,000033,651,VA,2024-12-03,2028-11-30
44266689,010293    ,000033,641,VA,2024-12-03,2025-12-03
44297612,000278    ,      ,222,VA,2024-12-03,
44266689,010293    ,000033,210,VA,2024-12-03,
44266689,010293    ,000033,213,VA,2024-12-03,
44266689,010293    ,000033,   ,VA,2024-12-03,
44288320,000652    ,      ,665,VA,2024-12-03,2025-04-07
44297686,EXT219    ,      ,201,VA,2024-12-03,
44297761,000584    ,000011,222,VA,2024-12-03,
44297761,000584    ,000011,201,VA,2024-12-03,
44177043,010151    ,000077,210,VA,2024-12-03,
44177043,010151    ,000077,   ,VA,2024-12-03,
44297761,000584    ,000011,653,VA,2024-12-03,2028-11-30
43686964,000602    ,      ,613,VA,2024-12-03,2025-05-08
44297761,000584    ,000011,643,VA,2024-12-03,2025-12-03
44297761,000584    ,000011,210,VA,2024-12-03,2024-12-03
44297835,010092    ,000011,222,VA,2024-12-03,
44297835,010092    ,000011,201,VA,2024-12-03,
44297835,010092    ,000011,653,VA,2024-12-03,2028-11-30
44297835,010092    ,000011,210,VA,2024-12-03,
44297761,000584    ,000011,213,VA,2024-12-03,
44297835,010092    ,000011,643,VA,2024-12-03,2025-12-03
44297761,000584    ,000011,   ,VA,2024-12-03,
44297909,010302    ,000011,222,VA,2024-12-03,
44297909,010302    ,000011,201,VA,2024-12-03,
44297835,010092    ,000011,213,VA,2024-12-03,
44297909,010302    ,000011,490,VA,2024-12-03,2025-02-03
44297909,010302    ,000011,653,VA,2024-12-03,2028-11-30
44297835,010092    ,000011,   ,VA,2024-12-03,
44297909,010302    ,000011,643,VA,2024-12-03,2025-12-03
44297909,010302    ,000011,613,VA,2024-12-03,2024-12-03
44297909,010302    ,000011,210,VA,2024-12-03,
44297909,010302    ,000011,213,VA,2024-12-03,
44297909,010302    ,000011,   ,VA,2024-12-03,
43996859,000652    ,      ,650,VA,2024-12-03,2028-11-30
43996859,000652    ,      ,640,VA,2024-12-03,2025-12-03
44019680,000657    ,      ,613,VA,2024-12-03,2025-12-03
43996859,000652    ,      ,212,VA,2024-12-03,
44298058,000554    ,000022,222,VA,2024-12-03,
43996859,000652    ,      ,611,AT,2024-12-03,
44236436,010235    ,      ,665,VA,2024-12-03,2029-11-30
44203729,010112    ,000077,665,VA,2024-12-03,2029-11-30
44203729,010112    ,000077,210,VA,2024-12-03,
44203729,010112    ,000077,   ,VA,2024-12-03,
44298132,000440    ,      ,222,VA,2024-12-03,
44213838,000534    ,000022,201,VA,2024-12-03,
44213838,000534    ,000022,650,VA,2024-12-03,2028-11-30
44213838,000534    ,000022,640,VA,2024-12-03,2025-12-03
44213838,000534    ,000022,210,VA,2024-12-03,
44213838,000534    ,000022,213,VA,2024-12-03,
44213838,000534    ,000022,   ,VA,2024-12-03,
44298207,000440    ,000011,222,VA,2024-12-03,
44298281,010280    ,      ,222,VA,2024-12-03,
44230861,000499    ,      ,351,VA,2024-12-03,
44204249,000626    ,640004,653,VA,2024-12-03,2028-11-30
44204249,000626    ,640004,643,VA,2024-12-03,2025-12-03
44204249,000626    ,640004,   ,VA,2024-12-03,
44293152,010116    ,000077,665,VA,2024-12-03,2029-11-30
44293152,010116    ,000077,210,VA,2024-12-03,
44293152,010116    ,000077,   ,VA,2024-12-03,
44293226,010116    ,000077,665,VA,2024-12-03,2029-11-30
44293226,010116    ,000077,210,VA,2024-12-03,
44293226,010116    ,000077,   ,VA,2024-12-03,
44265500,000389    ,      ,351,VA,2024-11-13,
44252715,000324    ,      ,351,VA,2024-12-03,
44094162,000560    ,      ,351,VA,2024-12-03,
43966903,000560    ,      ,351,VA,2024-12-03,
43938805,000601    ,      ,613,VA,2024-12-04,2025-12-04
44298504,000671    ,000022,222,VA,2024-12-04,
44298504,000671    ,000022,201,VA,2024-12-04,
44298504,000671    ,000022,650,VA,2024-12-04,2028-11-30
44298504,000671    ,000022,640,VA,2024-12-04,2025-12-04
44203432,000440    ,000011,653,VA,2024-12-04,2028-11-30
44203432,000440    ,000011,201,VA,2024-12-04,
44298504,000671    ,000022,210,VA,2024-12-04,
44203432,000440    ,000011,643,VA,2024-12-04,2025-12-04
44298504,000671    ,000022,213,VA,2024-12-04,
44203432,000440    ,000011,210,VA,2024-12-04,
44298504,000671    ,000022,   ,VA,2024-12-04,2026-01-16
44203432,000440    ,000011,213,VA,2024-12-04,
44203432,000440    ,000011,   ,VA,2024-12-04,
44275758,000618    ,000011,222,VA,2024-12-04,
43892718,000657    ,      ,613,VA,2024-12-04,2025-12-04
43689937,000483    ,      ,613,VA,2024-12-04,2025-12-04
44280515,010274    ,      ,659,VA,2024-12-04,
44280515,010274    ,      ,659,VA,2024-12-04,
43660798,010208    ,      ,613,VA,2024-12-04,2025-12-04
44298578,000551    ,      ,201,VA,2024-12-04,
44298653,010227    ,000077,201,VA,2024-12-04,
44248626,000530    ,000011,201,VA,2024-12-04,
44248626,000530    ,000011,653,VA,2024-12-04,2028-11-30
44248626,000530    ,000011,643,VA,2024-12-04,2025-12-04
44248626,000530    ,000011,210,VA,2024-12-04,2024-12-04
44248626,000530    ,000011,213,VA,2024-12-04,
44298653,010227    ,000077,665,VA,2024-12-04,2029-11-30
44298653,010227    ,000077,210,VA,2024-12-04,
44248626,000530    ,000011,   ,VA,2024-12-04,
44298653,010227    ,000077,   ,VA,2024-12-04,
44298727,000671    ,      ,201,VA,2024-12-04,
43609137,000379    ,      ,351,VA,2024-11-19,
43572267,010104    ,      ,613,VA,2024-12-04,2025-12-04
44201202,000474    ,      ,351,VA,2024-12-04,
44283860,000764    ,      ,653,VA,2024-12-04,2028-11-30
44283860,000764    ,      ,643,AT,2024-12-04,
44298801,EXT178    ,      ,222,VA,2024-12-04,
44284083,010213    ,100002,654,VA,2024-12-04,2028-11-30
44284083,010213    ,100002,644,VA,2024-12-04,2025-12-04
44284083,010213    ,100002,212,VA,2024-12-04,
44284083,010213    ,100002,   ,VA,2024-12-04,
44118766,000440    ,      ,613,VA,2024-12-04,2025-01-29
44179050,EXT167    ,      ,613,VA,2024-12-04,2025-12-04
44298876,000551    ,000077,201,VA,2024-12-04,
44188639,010185    ,000011,653,VA,2024-12-04,2028-11-30
44188639,010185    ,000011,643,VA,2024-12-04,2025-12-04
44188639,010185    ,640004,   ,VA,2024-12-04,2024-12-04
44188639,010185    ,000011,210,VA,2024-12-04,
44188639,010284    ,000011,201,VA,2024-12-04,
44188639,010284    ,000011,213,VA,2024-12-04,
44188639,010284    ,000011,   ,VA,2024-12-04,
44198154,010240    ,      ,210,VA,2024-12-04,1999-12-04
43906693,000459    ,000022,650,VA,2024-12-04,2028-11-30
44298950,010309    ,000077,201,VA,2024-12-04,
44299024,000530    ,      ,222,VA,2024-12-04,2025-03-26
44211088,010284    ,000011,201,VA,2024-12-04,
44211088,010284    ,000011,653,VA,2024-12-04,2028-11-30
44211088,010284    ,000011,643,VA,2024-12-04,2025-12-04
44211088,010284    ,000011,210,VA,2024-12-04,2029-12-04
43968910,000527    ,      ,613,VA,2024-12-04,2025-12-04
43701161,EXT172    ,      ,613,VA,2024-12-04,2025-12-04
44211088,010284    ,000011,213,VA,2024-12-04,
44211088,010284    ,000011,   ,VA,2024-12-04,
44210270,000524    ,      ,201,VA,2024-12-04,
44082417,010208    ,      ,613,VA,2024-12-04,2025-12-04
44210270,000524    ,      ,490,VA,2024-12-04,2025-04-07
44096020,010202    ,000011,613,VA,2024-12-04,2025-12-04
44299099,010123    ,000011,222,VA,2024-12-04,
43946610,000602    ,      ,613,VA,2024-12-04,2025-12-04
43944008,010259    ,000011,201,VA,2024-12-04,
43944008,010259    ,000011,653,VA,2024-12-04,2028-11-30
43944008,010259    ,000011,643,VA,2024-12-04,2025-12-04
43944008,010259    ,000011,210,VA,2024-12-04,
43944008,010259    ,000011,213,VA,2024-12-04,
43944008,010259    ,000011,   ,VA,2024-12-04,
44216663,EXT190    ,      ,665,VA,2024-12-04,2029-11-30
44295679,010148    ,000011,201,VA,2024-12-04,
44295679,010148    ,000011,653,VA,2024-12-04,2028-11-30
44295679,010148    ,000011,643,VA,2024-12-04,2025-12-04
44295679,010148    ,000011,210,VA,2024-12-04,2000-12-04
44295679,010148    ,000011,213,VA,2024-12-04,
44295679,010148    ,000011,   ,VA,2024-12-04,
43673658,010225    ,000011,643,VA,2024-12-04,2025-12-04
43673658,010225    ,000011,653,VA,2024-12-04,2028-11-30
43673658,010225    ,000011,213,VA,2024-12-04,
43673658,010225    ,000011,   ,VA,2024-12-04,
44298281,010280    ,640004,653,VA,2024-12-04,2028-11-30
44298281,010280    ,640004,643,VA,2024-12-04,2025-12-04
44298281,010280    ,640004,   ,VA,2024-12-04,
44140992,000601    ,      ,613,VA,2024-12-04,2025-12-04
44297092,000656    ,000077,201,VA,2024-12-05,
43972032,000551    ,      ,613,VA,2024-12-05,2025-12-05
44256431,010249    ,640001,650,VA,2024-12-05,2028-11-30
44256431,010249    ,640001,640,VA,2024-12-05,2025-12-05
44256431,010249    ,640001,   ,VA,2024-12-05,
44299545,000534    ,      ,201,VA,2024-12-05,
44299619,000537    ,000077,201,VA,2024-12-05,
44299693,010185    ,      ,201,VA,2024-12-05,
43825372,010185    ,      ,490,VA,2024-12-05,2000-12-10
44299842,000537    ,000077,201,VA,2024-12-05,
44299916,010313    ,      ,222,VA,2024-12-05,2025-03-25
44299916,010313    ,000077,201,VA,2024-12-05,
44299916,010313    ,      ,653,VA,2024-12-05,2025-03-07
44299916,010313    ,      ,643,VA,2024-12-05,2025-03-07
44299916,010313    ,      ,210,VA,2024-12-05,2025-03-07
44299916,010313    ,      ,213,VA,2024-12-05,2025-03-07
44299916,010313    ,000011,   ,VA,2024-12-05,2025-03-07
44299991,000452    ,      ,201,VA,2024-12-05,
44280887,010312    ,000022,201,VA,2024-12-05,
44280887,010312    ,000022,650,VA,2024-12-05,2028-11-30
44280887,010312    ,000022,640,VA,2024-12-05,2025-12-05
44280887,010312    ,000022,210,VA,2024-12-05,
44300065,000537    ,000077,201,VA,2024-12-05,
44280887,010312    ,000022,213,VA,2024-12-05,
44280887,010312    ,000022,   ,VA,2024-12-05,
44300139,000452    ,      ,201,VA,2024-12-05,
44254424,010151    ,100002,221,VA,2024-12-05,
44279995,000497    ,      ,665,VA,2024-12-05,2025-01-20
44300288,000635    ,      ,222,VA,2024-12-05,
44300362,010260    ,000077,201,VA,2024-12-05,
44300362,010260    ,000077,665,VA,2024-12-05,2029-11-30
44300362,010260    ,000077,210,VA,2024-12-05,
44300362,010260    ,000077,   ,VA,2024-12-05,
43776461,000534    ,      ,651,VA,2024-12-05,2028-11-30
43776461,000534    ,      ,641,VA,2024-12-05,2025-12-05
43776461,000534    ,640002,   ,VA,2024-12-05,2024-12-05
44300214,EXT177    ,      ,201,VA,2024-12-05,
44102487,010107    ,      ,613,VA,2024-12-05,2025-02-12
43716177,010244    ,      ,613,VA,2024-12-05,2025-12-05
44300437,010151    ,      ,222,VA,2024-12-05,
43762486,010256    ,      ,490,VA,2024-12-05,2025-12-01
44238145,000440    ,000011,201,VA,2024-12-05,
44238145,000440    ,000011,653,VA,2024-12-05,2028-11-30
44238145,000440    ,000011,643,VA,2024-12-05,2025-12-05
44238145,000440    ,000011,210,VA,2024-12-05,
44238145,000440    ,000011,213,VA,2024-12-05,
44238145,000440    ,000011,   ,VA,2024-12-05,
44300511,000407    ,      ,271,VA,2024-12-05,
44300511,000407    ,      ,281,VA,2024-12-05,
44292186,000562    ,000077,665,VA,2024-12-05,2029-11-30
44292186,000562    ,000077,210,VA,2024-12-05,1980-12-05
44292186,000562    ,000077,   ,VA,2024-12-05,
44300585,010214    ,      ,222,VA,2024-12-05,
44241416,000609    ,000011,201,VA,2024-12-05,
44241416,000609    ,000011,490,VA,2024-12-05,2029-01-06
44242382,010256    ,000011,201,VA,2024-12-05,
44242382,010256    ,000011,653,VA,2024-12-05,2028-11-30
44241416,000609    ,000011,653,VA,2024-12-05,2028-11-30
44241416,000609    ,000011,643,VA,2024-12-05,2025-12-05
44242382,010256    ,000011,643,VA,2024-12-05,2025-12-05
44241416,000609    ,000011,210,VA,2024-12-05,
44242382,010256    ,000011,210,VA,2024-12-05,
44241416,000609    ,000011,213,VA,2024-12-05,
44242382,010256    ,000011,213,VA,2024-12-05,
44242382,010256    ,000011,   ,VA,2024-12-05,
44241416,000609    ,000011,   ,VA,2024-12-05,
44300660,010260    ,000033,222,VA,2024-12-05,
44300660,010260    ,000033,201,VA,2024-12-05,
44300660,010260    ,000033,490,VA,2024-12-05,2024-12-05
44300660,010260    ,000033,651,VA,2024-12-05,2028-11-30
44300660,010260    ,000033,641,VA,2024-12-05,2025-12-05
44300660,010260    ,000033,210,VA,2024-12-05,2027-12-05
44300660,010260    ,000033,213,VA,2024-12-05,
44300660,010260    ,000033,   ,VA,2024-12-05,
43995224,000372    ,      ,355,VA,2024-12-03,
43797720,000594    ,      ,611,VA,2024-12-05,2025-12-05
44176226,010286    ,000011,653,VA,2024-12-05,2028-11-30
44176226,010286    ,000011,643,VA,2024-12-05,2025-12-05
44176226,010286    ,000011,213,VA,2024-12-05,
44176226,010286    ,000011,210,VA,2024-12-05,
44176226,010286    ,000011,   ,VA,2024-12-05,
44271893,EXT177    ,640004,653,VA,2024-12-05,2028-11-30
44271893,EXT177    ,640004,643,VA,2024-12-05,2025-12-05
44271893,EXT177    ,640004,   ,VA,2024-12-05,
44126348,000387    ,000011,201,VA,2024-12-05,
44126348,000387    ,000011,490,VA,2024-12-05,
44126348,000387    ,000011,653,VA,2024-12-05,2028-11-30
44126348,000387    ,000011,643,VA,2024-12-05,2025-12-05
44126348,000387    ,000011,210,VA,2024-12-05,
44126348,000387    ,000011,213,VA,2024-12-05,
44126348,000387    ,000011,   ,VA,2024-12-05,
44300734,010154    ,      ,221,VA,2024-12-05,
44300808,010218    ,000011,222,VA,2024-12-05,
44300883,010241    ,      ,222,VA,2024-12-05,2025-03-04
44300883,010241    ,      ,201,VA,2024-12-05,
44300883,010241    ,      ,650,VA,2024-12-05,2025-02-26
44300883,010241    ,      ,640,VA,2024-12-05,2025-02-26
44300883,010241    ,      ,210,VA,2024-12-05,2025-02-26
44300883,010241    ,      ,213,VA,2024-12-05,2025-02-26
44300883,010241    ,000022,   ,VA,2024-12-05,2025-02-26
44212203,000602    ,000011,201,VA,2024-12-05,
44212203,000602    ,000011,490,VA,2024-12-05,
43746876,000300    ,      ,351,VA,2024-11-12,
44212203,000602    ,000011,653,VA,2024-12-05,2028-11-30
44212203,000602    ,000011,643,VA,2024-12-05,2025-12-05
44212203,000602    ,000011,210,VA,2024-12-05,
44212203,000602    ,000011,613,VA,2024-12-05,2024-12-06
44212203,000602    ,000011,213,VA,2024-12-05,
44212203,000602    ,000011,   ,VA,2024-12-05,
44300957,000371    ,      ,221,VA,2024-12-05,
44223279,000609    ,640004,653,VA,2024-12-05,2028-11-30
44223279,000609    ,640004,643,VA,2024-12-05,2025-12-05
44223279,000609    ,640004,   ,VA,2024-12-05,
44298950,010309    ,000077,665,VA,2024-12-05,2029-11-30
44298950,010309    ,000077,210,VA,2024-12-05,
44298950,010309    ,000077,   ,VA,2024-12-05,
43703763,010104    ,      ,613,VA,2024-12-05,2025-12-05
44294193,EXT172    ,      ,222,VA,2024-12-05,
44294193,EXT172    ,      ,201,VA,2024-12-05,
44294193,EXT172    ,      ,653,VA,2024-12-05,2025-03-25
44294193,EXT172    ,      ,643,VA,2024-12-05,2025-03-25
44152513,000389    ,      ,351,VA,2024-11-26,
44294193,EXT172    ,      ,210,VA,2024-12-05,
44294193,EXT172    ,      ,213,VA,2024-12-05,
44294193,EXT172    ,000011,   ,VA,2024-12-05,2025-03-25
44301031,000436    ,100001,221,VA,2024-12-05,
44301031,000436    ,100001,650,VA,2024-12-05,2028-11-30
44301031,000436    ,100001,640,VA,2024-12-05,2025-12-05
44301031,000436    ,100001,212,VA,2024-12-05,
44301031,000436    ,100001,611,VA,2024-12-05,2024-12-05
44301031,000436    ,100001,   ,VA,2024-12-05,
44107988,000764    ,      ,613,VA,2024-12-05,2025-12-31
44101669,000249    ,      ,809,VA,2024-12-05,2024-12-05
44298801,EXT178    ,640004,653,VA,2024-12-05,2028-11-30
44298801,EXT178    ,640004,643,VA,2024-12-05,2025-12-05
44298801,EXT178    ,640004,   ,VA,2024-12-05,
44101669,000249    ,      ,809,VA,2024-12-05,2025-03-07
44178976,000539    ,      ,613,VA,2024-12-06,2025-02-04
44272413,010302    ,000011,201,VA,2024-12-06,
44289733,000657    ,640004,653,VA,2024-12-06,2028-11-30
44272413,010302    ,000011,490,VA,2024-12-06,2027-01-06
44289733,000657    ,640004,643,VA,2024-12-06,2025-12-06
44272413,010302    ,000011,653,VA,2024-12-06,2028-11-30
44289733,000657    ,640004,   ,VA,2024-12-06,
44272413,010302    ,000011,643,VA,2024-12-06,2025-12-06
44272413,010302    ,000011,210,VA,2024-12-06,
43965639,000601    ,      ,613,VA,2024-12-06,2025-12-06
44272413,010302    ,000011,613,VA,2024-12-06,2024-12-06
44272413,010302    ,000011,213,VA,2024-12-06,
44272413,010302    ,000011,   ,VA,2024-12-06,
44236510,010303    ,640004,653,VA,2024-12-06,2028-11-30
44236510,010303    ,640004,643,VA,2024-12-06,2025-12-06
44236510,010303    ,640004,   ,VA,2024-12-06,
43794896,EXT167    ,      ,613,VA,2024-12-06,2025-12-06
43820764,000601    ,      ,490,VA,2024-12-06,2027-11-23
43672766,000359    ,      ,351,VA,2024-12-06,
44301106,010230    ,      ,201,VA,2024-12-06,
43907288,000359    ,      ,351,VA,2024-12-06,
43978871,000653    ,000011,613,VA,2024-12-06,2025-12-06
44193991,EXT219    ,      ,212,VA,2024-12-06,2025-03-28
44301180,000594    ,000011,222,VA,2024-12-06,
44280887,010312    ,      ,613,VA,2024-12-06,2025-01-06
44301254,010213    ,000011,222,VA,2024-12-06,
44301254,010213    ,000011,201,VA,2024-12-06,
44287800,010302    ,000011,201,VA,2024-12-06,
44287800,010302    ,000011,490,VA,2024-12-06,2026-01-06
44287800,010302    ,000011,653,VA,2024-12-06,2028-11-30
43642364,010225    ,000077,210,VA,2024-12-06,
44287800,010302    ,000011,643,VA,2024-12-06,2025-12-06
44287800,010302    ,000011,210,VA,2024-12-06,
44287800,010302    ,000011,613,VA,2024-12-06,2024-12-06
44287800,010302    ,000011,213,VA,2024-12-06,
44287800,010302    ,000011,   ,VA,2024-12-06,
43642364,010225    ,000077,665,VA,2024-12-06,2029-11-30
43642364,010225    ,000077,   ,VA,2024-12-06,
44301329,010335    ,      ,201,VA,2024-12-06,
44301254,010213    ,000011,653,VA,2024-12-06,2028-12-31
44301254,010213    ,000011,643,VA,2024-12-06,2025-12-06
44245950,010231    ,640004,653,VA,2024-12-06,2028-11-30
44245950,010231    ,640004,643,VA,2024-12-06,2025-12-06
44245950,010231    ,640004,   ,VA,2024-12-06,
44301403,000641    ,      ,222,VA,2024-12-06,
44301477,000601    ,000011,222,VA,2024-12-06,
44301477,000601    ,000011,201,VA,2024-12-06,
44301477,000601    ,000011,653,VA,2024-12-06,2028-11-30
44301477,000601    ,000011,643,VA,2024-12-06,2025-12-06
44301477,000601    ,000011,213,VA,2024-12-06,
44301477,000601    ,000011,210,VA,2024-12-06,
44212054,010182    ,      ,665,VA,2024-12-06,2029-11-30
44301477,000601    ,000011,   ,VA,2024-12-06,
44285644,000383    ,000033,210,VA,2024-12-06,
44269588,000499    ,      ,351,VA,2024-12-06,
44282002,010100    ,      ,355,VA,2024-12-06,
44237774,010116    ,000011,201,VA,2024-12-06,
44237774,010116    ,000011,653,VA,2024-12-06,2028-11-30
44237774,010116    ,000011,643,VA,2024-12-06,2025-12-06
44237774,010116    ,000011,210,VA,2024-12-06,
43929885,010185    ,      ,613,VA,2024-12-06,2025-12-06
44237774,010116    ,000011,613,VA,2024-12-06,2025-03-03
44237774,010116    ,000011,213,VA,2024-12-06,
44237774,010116    ,000011,   ,VA,2024-12-06,
44301552,010260    ,      ,201,VA,2024-12-06,
43714021,EXT191    ,      ,665,VA,2024-12-06,2029-11-30
44281853,000530    ,000022,210,VA,2024-12-06,2024-12-06
44134599,010244    ,000011,201,VA,2024-12-06,
44134599,010244    ,000011,210,VA,2024-12-06,
44134599,010244    ,000011,213,VA,2024-12-06,
44134599,010244    ,000011,   ,VA,2024-12-06,
44282597,000372    ,      ,351,VA,2024-12-06,
44134599,010244    ,      ,613,VA,2024-12-06,2025-04-23
44301775,000529    ,100001,221,VA,2024-12-06,
44248626,000531    ,      ,351,VA,2024-12-04,
44301775,000529    ,100001,650,VA,2024-12-06,2028-11-30
44301775,000529    ,100001,640,VA,2024-12-06,2025-12-06
44301775,000529    ,100001,212,VA,2024-12-06,2026-12-06
44301775,000529    ,100001,611,VA,2024-12-06,2026-12-06
44301849,000554    ,      ,222,VA,2024-12-06,
44301775,000529    ,100001,217,VA,2024-12-06,
44301775,000529    ,100001,   ,VA,2024-12-06,
44301923,000373    ,      ,221,VA,2024-12-06,
44189308,000499    ,      ,351,VA,2024-12-06,
44301998,EXT210    ,000077,201,VA,2024-12-06,
44301998,EXT210    ,000077,665,VA,2024-12-06,2029-11-30
44301998,EXT210    ,000077,210,VA,2024-12-06,
44301998,EXT210    ,000077,   ,VA,2024-12-06,
44250410,010302    ,      ,201,VA,2024-12-06,2025-03-25
44250410,010302    ,      ,490,VA,2024-12-06,2024-12-06
