CLI,UTSOU,CPACK,CPRO,ETA,DDSOU,DFSOU
43839867,000610    ,000011,210,VA,2024-04-30,
43839867,000610    ,000011,213,VA,2024-04-30,
43686592,010297    ,      ,490,VA,2024-04-30,2024-06-03
43839867,000610    ,000011,   ,VA,2024-04-30,
43839942,000551    ,000011,222,VA,2024-04-30,
43839942,000551    ,000011,201,VA,2024-04-30,
43839942,000551    ,000011,653,VA,2024-04-30,2028-04-30
43839942,000551    ,000011,643,VA,2024-04-30,2025-04-30
43839942,000551    ,000011,210,VA,2024-04-30,
43839942,000551    ,000011,213,VA,2024-04-30,
43839942,000551    ,000011,   ,VA,2024-04-30,
43840016,000527    ,      ,201,VA,2024-04-30,
43840090,000249    ,000077,201,VA,2024-04-30,
43752228,000703    ,      ,665,VA,2024-04-30,2025-05-12
43748809,000384    ,640004,653,VA,2024-04-30,2028-03-31
43748809,000384    ,640004,643,VA,2024-04-30,2025-04-30
43840165,010130    ,      ,222,VA,2024-04-30,
43748809,000384    ,640004,   ,VA,2024-04-30,
43840090,000249    ,000077,665,VA,2024-04-30,2029-04-30
43685774,000521    ,      ,351,VA,2024-04-12,
43840090,000249    ,000077,210,VA,2024-04-30,
43840090,000249    ,000077,   ,VA,2024-04-30,
43840239,010130    ,100001,221,VA,2024-04-30,
43840313,010116    ,      ,222,VA,2024-04-30,
43840313,010116    ,640004,653,VA,2024-04-30,2028-03-31
43840313,010116    ,640004,643,VA,2024-04-30,2025-04-30
43840313,010116    ,640004,   ,VA,2024-04-30,
43840462,010092    ,000022,201,VA,2024-04-30,
43840462,010092    ,000022,650,VA,2024-04-30,2028-03-31
43840462,010092    ,000022,222,VA,2024-04-30,
43840462,010092    ,000022,640,VA,2024-04-30,2025-04-30
43840462,010092    ,000022,210,VA,2024-04-30,
43840462,010092    ,000022,213,VA,2024-04-30,
43840462,010092    ,000022,   ,VA,2024-04-30,
43840536,000482    ,      ,222,VA,2024-04-30,2024-11-06
43840536,000482    ,      ,201,VA,2024-04-30,2024-11-06
43840536,000482    ,      ,653,VA,2024-04-30,2024-10-01
43840536,000482    ,      ,643,VA,2024-04-30,2024-10-01
43840536,000482    ,      ,210,VA,2024-04-30,2024-10-01
43840536,000482    ,      ,213,VA,2024-04-30,2024-10-01
43840685,000384    ,000011,222,VA,2024-04-30,
43840685,000384    ,000011,201,VA,2024-04-30,
43840611,000462    ,      ,221,VA,2024-04-30,2024-12-30
43840685,000384    ,000011,653,VA,2024-04-30,2028-03-31
43840536,000482    ,000011,   ,VA,2024-04-30,2024-10-01
43840685,000384    ,000011,643,VA,2024-04-30,2025-04-30
43807235,000594    ,000011,201,VA,2024-04-30,
43840685,000384    ,000011,210,VA,2024-04-30,
43807235,000594    ,000011,653,VA,2024-04-30,2028-03-31
43807235,000594    ,000011,643,VA,2024-04-30,2025-04-30
43807235,000594    ,000011,210,VA,2024-04-30,
43807235,000594    ,000011,213,VA,2024-04-30,
43807235,000594    ,000011,   ,VA,2024-04-30,
43840685,000384    ,000011,213,VA,2024-04-30,
43840685,000384    ,000011,   ,VA,2024-04-30,
43669867,000670    ,      ,658,VA,2024-04-30,
43669867,000670    ,      ,659,VA,2024-04-30,
43768359,000657    ,      ,653,VA,2024-04-30,2025-04-24
43768359,000657    ,      ,643,VA,2024-04-30,2025-04-24
43768359,000657    ,640004,   ,VA,2024-04-30,2025-04-24
43840759,010116    ,000011,222,VA,2024-04-30,
43840759,010116    ,000011,201,VA,2024-04-30,
43840759,010116    ,000011,653,VA,2024-04-30,2028-03-31
43840759,010116    ,000011,643,VA,2024-04-30,2025-04-30
43840759,010116    ,000011,210,VA,2024-04-30,
43840759,010116    ,000011,213,VA,2024-04-30,
43840759,010116    ,000011,   ,VA,2024-04-30,
43681240,000641    ,000011,201,VA,2024-04-30,
43681240,000641    ,000011,653,VA,2024-04-30,2028-03-31
43681240,000641    ,000011,643,VA,2024-04-30,2025-04-30
43840908,000601    ,      ,221,VA,2024-04-30,
43681240,000641    ,000011,210,VA,2024-04-30,2030-06-30
43681240,000641    ,000011,213,VA,2024-04-30,
43681240,000641    ,000011,   ,VA,2024-04-30,
43734314,010112    ,000011,201,VA,2024-04-30,
43840982,010283    ,000011,222,VA,2024-04-30,
43734314,010112    ,000011,653,VA,2024-04-30,2028-03-31
43734314,010112    ,000011,643,VA,2024-04-30,2025-04-30
43734314,010112    ,000011,210,VA,2024-04-30,
43734314,010112    ,000011,213,VA,2024-04-30,
43734314,010112    ,000011,   ,VA,2024-04-30,
43841057,000527    ,      ,201,VA,2024-04-30,
43841131,000656    ,      ,222,VA,2024-04-30,
43841205,010244    ,      ,222,VA,2024-04-30,2025-04-14
43841205,010244    ,      ,201,VA,2024-04-30,2025-02-10
43841205,010244    ,      ,653,VA,2024-04-30,2025-01-31
43841205,010244    ,      ,643,VA,2024-04-30,2025-01-31
43841205,010244    ,      ,210,VA,2024-04-30,2025-01-31
43841205,010244    ,      ,213,VA,2024-04-30,2025-01-31
43841205,010244    ,000011,   ,VA,2024-04-30,2025-01-31
43593675,000551    ,      ,490,VA,2024-04-30,2025-05-02
43593378,000551    ,      ,490,VA,2024-04-30,2024-07-02
43788206,000609    ,      ,210,VA,2024-04-30,2025-02-04
43841280,000551    ,      ,201,VA,2024-04-30,2024-10-14
43828940,000320    ,      ,807,VA,2024-04-30,2025-04-30
43841354,010179    ,000011,222,VA,2024-05-02,
43841428,010211    ,000077,201,VA,2024-05-02,
43841503,000601    ,      ,222,VA,2024-05-02,2025-01-13
43841577,000601    ,      ,222,VA,2024-05-02,
43841726,000601    ,000011,222,VA,2024-05-02,
43841651,000671    ,000011,222,VA,2024-05-02,
43841651,000671    ,000011,201,VA,2024-05-02,
43841428,010211    ,000077,665,VA,2024-05-02,2029-04-30
43841428,010211    ,000077,210,VA,2024-05-02,
43841428,010211    ,000077,   ,VA,2024-05-02,
43841651,000671    ,000011,653,VA,2024-05-02,2028-04-30
43841800,010254    ,000011,222,VA,2024-05-02,
43841651,000671    ,000011,643,VA,2024-05-02,2025-05-02
43841651,000671    ,000011,210,VA,2024-05-02,
43841651,000671    ,000011,213,VA,2024-05-02,
43841651,000671    ,000011,   ,VA,2024-05-02,
43841949,010115    ,000011,222,VA,2024-05-02,
43800842,000485    ,000011,201,VA,2024-05-02,
43800842,000485    ,000011,653,VA,2024-05-02,2028-04-30
43800842,000485    ,000011,643,VA,2024-05-02,2025-05-02
43800842,000485    ,000011,210,VA,2024-05-02,
43739146,000601    ,000011,201,VA,2024-05-02,
43800842,000485    ,000011,213,VA,2024-05-02,
43739146,000601    ,000011,653,VA,2024-05-02,2028-06-30
43739146,000601    ,000011,643,VA,2024-05-02,2025-05-02
43739146,000601    ,000011,210,VA,2024-05-02,
43807161,000594    ,      ,201,VA,2024-05-02,
43807161,000594    ,      ,653,VA,2024-05-02,2024-10-30
43739146,000601    ,000011,213,VA,2024-05-02,
43807161,000594    ,      ,643,VA,2024-05-02,2024-10-30
43807161,000594    ,      ,210,VA,2024-05-02,2024-10-30
43739146,000601    ,000011,   ,VA,2024-05-02,
43807161,000594    ,      ,213,VA,2024-05-02,2024-10-30
43800842,000485    ,000011,   ,VA,2024-05-02,
43807161,000594    ,000011,   ,VA,2024-05-02,2024-10-30
43842097,000554    ,000011,222,VA,2024-05-02,
43842097,000554    ,000011,201,VA,2024-05-02,
43716846,010259    ,000022,201,VA,2024-05-02,
43716846,010259    ,000022,650,VA,2024-05-02,2028-04-30
43839793,000373    ,100001,650,VA,2024-05-02,2028-04-30
43842097,000554    ,000011,490,VA,2024-05-02,2024-05-02
43842172,000538    ,      ,222,VA,2024-05-02,
43842097,000554    ,000011,653,VA,2024-05-02,2028-04-30
43716846,010259    ,000022,640,VA,2024-05-02,2025-05-02
43842246,000539    ,000022,222,VA,2024-05-02,
43839793,000373    ,100001,640,VA,2024-05-02,2025-05-02
43842097,000554    ,000011,643,VA,2024-05-02,2025-05-02
43716846,010259    ,000022,210,VA,2024-05-02,
43842097,000554    ,000011,210,VA,2024-05-02,
43716846,010259    ,000022,213,VA,2024-05-02,
43842097,000554    ,000011,613,VA,2024-05-02,2024-05-03
43842097,000554    ,000011,213,VA,2024-05-02,
43716846,010259    ,000022,   ,VA,2024-05-02,
43842097,000554    ,000011,   ,VA,2024-05-02,
43842023,010255    ,      ,201,VA,2024-05-02,
43839793,000373    ,100001,212,VA,2024-05-02,
43727550,000595    ,000077,665,VA,2024-05-02,2029-04-30
43727550,000595    ,000077,210,VA,2024-05-02,
43839793,000373    ,100001,611,VA,2024-05-02,2025-05-02
43727550,000595    ,000077,   ,VA,2024-05-02,
43726806,000595    ,000077,665,VA,2024-05-02,2029-04-30
43839793,000373    ,100001,   ,VA,2024-05-02,
43726806,000595    ,000077,210,VA,2024-05-02,
43726806,000595    ,000077,   ,VA,2024-05-02,
43726658,000595    ,000077,665,VA,2024-05-02,2029-04-30
43842320,000473    ,      ,222,VA,2024-05-02,
43726658,000595    ,000077,210,VA,2024-05-02,
43726658,000595    ,000077,   ,VA,2024-05-02,
43757209,000534    ,000011,201,VA,2024-05-02,
43757209,000534    ,000011,653,VA,2024-05-02,2028-04-30
43757209,000534    ,000011,643,VA,2024-05-02,2025-05-02
43757209,000534    ,000011,210,VA,2024-05-02,
43757209,000534    ,000011,213,VA,2024-05-02,
43757209,000534    ,000011,   ,VA,2024-05-02,
43842469,010185    ,      ,222,VA,2024-05-02,
43842395,010213    ,      ,222,VA,2024-05-02,2024-09-23
43842395,010213    ,      ,201,VA,2024-05-02,2024-09-24
43842395,010213    ,      ,643,VA,2024-05-02,2024-09-20
43842395,010213    ,      ,653,VA,2024-05-02,2024-09-20
43813256,000594    ,      ,222,VA,2024-05-02,
43842395,010213    ,      ,210,VA,2024-05-02,2024-09-20
43842395,010213    ,      ,213,VA,2024-05-02,2024-09-20
43842395,010213    ,000011,   ,VA,2024-05-02,2024-09-20
43842543,000473    ,      ,222,VA,2024-05-02,
43842618,000621    ,000011,222,VA,2024-05-02,
43842692,010219    ,000022,222,VA,2024-05-02,
43842692,010219    ,000022,201,VA,2024-05-02,
43842692,010219    ,      ,490,VA,2024-05-02,2024-07-15
43842692,010219    ,000022,650,VA,2024-05-02,2028-04-30
43842692,010219    ,000022,640,VA,2024-05-02,2025-05-02
43842692,010219    ,000022,210,VA,2024-05-02,
43842766,000473    ,      ,222,VA,2024-05-02,
43842692,010219    ,000022,213,VA,2024-05-02,
43842692,010219    ,000022,   ,VA,2024-05-02,
43842841,010092    ,      ,222,VA,2024-05-02,
43842618,000621    ,000011,201,VA,2024-05-02,
43842618,000621    ,000011,653,VA,2024-05-02,2028-04-30
43842618,000621    ,000011,643,VA,2024-05-02,2025-05-02
43842618,000621    ,000011,210,VA,2024-05-02,
43842915,010219    ,      ,201,VA,2024-05-02,
43603562,000539    ,000022,613,VA,2024-05-02,2024-08-22
43842618,000621    ,000011,213,VA,2024-05-02,
43842618,000621    ,000011,   ,VA,2024-05-02,
43842989,010213    ,000011,222,VA,2024-05-02,
43842989,010213    ,000011,201,VA,2024-05-02,
43842989,010213    ,000011,653,VA,2024-05-02,2028-04-30
43842989,010213    ,000011,643,VA,2024-05-02,2025-05-02
43842989,010213    ,000011,210,VA,2024-05-02,
43843064,010092    ,000011,222,VA,2024-05-02,
43842989,010213    ,000011,213,VA,2024-05-02,
43736470,010112    ,000011,201,VA,2024-05-02,
43736470,010112    ,000011,653,VA,2024-05-02,2028-04-30
43842989,010213    ,000011,   ,VA,2024-05-02,
43736470,010112    ,000011,643,VA,2024-05-02,2025-05-02
43736470,010112    ,000011,210,VA,2024-05-02,
43736470,010112    ,000011,213,VA,2024-05-02,
43843138,000610    ,      ,201,VA,2024-05-02,
43736470,010112    ,000011,   ,VA,2024-05-02,
43843212,010092    ,      ,222,VA,2024-05-02,2024-11-28
43843287,EXT195    ,      ,201,VA,2024-05-02,
43843361,000551    ,000011,222,VA,2024-05-02,
43843435,000610    ,      ,201,VA,2024-05-02,
43843361,000551    ,000011,201,VA,2024-05-02,
43843361,000551    ,000011,653,VA,2024-05-02,2028-04-30
43712757,000538    ,      ,613,VA,2024-05-02,2024-05-29
43843510,000562    ,      ,201,VA,2024-05-02,
43843361,000551    ,000011,643,VA,2024-05-02,2025-05-02
43843361,000551    ,000011,210,VA,2024-05-02,
43843361,000551    ,000011,213,VA,2024-05-02,
43843584,000610    ,000011,222,VA,2024-05-02,
43843584,000610    ,000011,201,VA,2024-05-02,
43843584,000610    ,000011,653,VA,2024-05-02,2028-04-30
43843584,000610    ,000011,643,VA,2024-05-02,2025-05-02
43843584,000610    ,000011,210,VA,2024-05-02,
43843361,000551    ,000011,   ,VA,2024-05-02,
43843584,000610    ,000011,213,VA,2024-05-02,
43843584,000610    ,000011,   ,VA,2024-05-02,
43807384,010235    ,000022,650,VA,2024-05-02,2028-04-30
43807384,010235    ,000022,640,VA,2024-05-02,2025-05-02
43807384,010235    ,640001,   ,VA,2024-05-02,2025-01-06
43843733,000278    ,000011,222,VA,2024-05-02,
43843807,EXT190    ,000011,222,VA,2024-05-02,
43843807,EXT190    ,000011,201,VA,2024-05-02,
43843807,EXT190    ,000011,653,VA,2024-05-02,2028-04-30
43833177,000249    ,      ,665,VA,2024-05-02,2025-04-23
43843807,EXT190    ,000011,490,VA,2024-05-02,2024-05-02
43843807,EXT190    ,000011,643,VA,2024-05-02,2025-05-02
43843807,EXT190    ,000011,210,VA,2024-05-02,
43843807,EXT190    ,000011,213,VA,2024-05-02,
43843807,EXT190    ,000011,   ,VA,2024-05-02,
43843881,010109    ,000033,222,VA,2024-05-02,
43843956,000595    ,100002,221,VA,2024-05-02,
43814520,000793    ,000011,201,VA,2024-05-02,
43814520,000793    ,000011,653,VA,2024-05-02,2028-04-30
43814520,000793    ,000011,643,VA,2024-05-02,2025-05-02
43814520,000793    ,000011,210,VA,2024-05-02,
43814520,000793    ,000011,213,VA,2024-05-02,
43814520,000793    ,000011,   ,VA,2024-05-02,
43844030,EXT190    ,000011,222,VA,2024-05-02,
43844030,EXT190    ,000011,201,VA,2024-05-02,
43844030,EXT190    ,000011,490,VA,2024-05-02,2024-07-02
43844030,EXT190    ,000011,653,VA,2024-05-02,2028-04-30
43844030,EXT190    ,000011,643,VA,2024-05-02,2025-05-02
43844030,EXT190    ,000011,210,VA,2024-05-02,
43794896,000444    ,      ,351,VA,2024-05-02,
43844030,EXT190    ,000011,213,VA,2024-05-02,
43844104,000552    ,100002,221,VA,2024-05-02,
43844030,EXT190    ,000011,   ,VA,2024-05-02,
43844179,010092    ,      ,222,VA,2024-05-02,
43831096,010110    ,000011,201,VA,2024-05-02,
43831096,010110    ,000011,653,VA,2024-05-02,2028-04-30
43831096,010110    ,000011,643,VA,2024-05-02,2025-05-02
43831096,010110    ,000011,210,VA,2024-05-02,
43831096,010110    ,000011,213,VA,2024-05-02,
43831096,010110    ,000011,   ,VA,2024-05-02,
43844253,EXT172    ,      ,222,VA,2024-05-02,
43844327,000595    ,      ,201,VA,2024-05-02,
43824778,000278    ,000011,201,VA,2024-05-02,
43824778,000278    ,000011,653,VA,2024-05-02,2028-04-30
43824778,000278    ,000011,643,VA,2024-05-02,2025-05-02
43824778,000278    ,000011,210,VA,2024-05-02,
43824778,000278    ,000011,213,VA,2024-05-02,
43824778,000278    ,000011,   ,VA,2024-05-02,
43774677,000372    ,      ,351,VA,2024-05-02,
43844402,010239    ,      ,201,VA,2024-05-02,
43785009,010298    ,640004,653,VA,2024-05-02,2028-04-30
43785009,010298    ,640004,643,VA,2024-05-02,2025-05-02
43785009,010298    ,640004,   ,VA,2024-05-02,
43750296,000653    ,000022,222,VA,2024-05-02,
43750296,000653    ,000022,201,VA,2024-05-02,
43750296,000653    ,000022,490,VA,2024-05-02,2044-06-30
43750296,000653    ,000022,650,VA,2024-05-02,2028-04-30
43750296,000653    ,000022,640,VA,2024-05-02,2025-05-02
43750296,000653    ,000022,210,VA,2024-05-02,
43750296,000653    ,      ,613,VA,2024-05-02,2024-05-02
43750296,000653    ,000022,213,VA,2024-05-02,
43750296,000653    ,000022,   ,VA,2024-05-02,
43844550,000300    ,000022,222,VA,2024-05-02,
43844550,000300    ,000022,201,VA,2024-05-02,
43844550,000300    ,000022,650,VA,2024-05-02,2028-04-30
43844550,000300    ,000022,640,VA,2024-05-02,2025-05-02
43844550,000300    ,000022,210,VA,2024-05-02,
43844550,000300    ,000022,213,VA,2024-05-02,
43844550,000300    ,000022,   ,VA,2024-05-02,
43785009,000485    ,      ,210,VA,2024-05-02,
43725320,000384    ,      ,613,VA,2024-05-02,2025-05-02
43844625,010252    ,      ,222,VA,2024-05-02,
43736618,010146    ,      ,212,VA,2024-05-02,2024-12-10
43844699,010283    ,000011,222,VA,2024-05-02,
43668009,EXT190    ,      ,201,VA,2024-05-02,
43844773,010252    ,      ,222,VA,2024-05-02,
43688748,010177    ,640004,653,VA,2024-05-02,2028-04-30
43688748,010177    ,640004,643,VA,2024-05-02,2025-05-02
43688748,010177    ,640004,   ,VA,2024-05-02,
43844848,010151    ,000077,201,VA,2024-05-02,
43844922,000657    ,000011,222,VA,2024-05-02,
43845071,000537    ,      ,222,VA,2024-05-02,
43845071,000537    ,640004,653,VA,2024-05-02,2028-04-30
43845071,000537    ,640004,643,VA,2024-05-02,2025-05-02
43845071,000537    ,640004,   ,VA,2024-05-02,
43845145,010130    ,      ,222,VA,2024-05-02,2024-11-18
43610995,000472    ,      ,355,VA,2024-04-25,
43706067,010151    ,000077,665,VA,2024-05-02,2029-04-30
43706067,010151    ,000077,210,VA,2024-05-02,
43706067,010151    ,000077,   ,VA,2024-05-02,
43747694,000527    ,      ,490,VA,2024-05-02,2025-01-20
43839570,000373    ,100001,650,VA,2024-05-02,2028-04-30
43839570,000373    ,100001,640,VA,2024-05-02,2025-05-02
43839570,000373    ,100001,212,VA,2024-05-02,
43839570,000373    ,100001,611,VA,2024-05-02,2025-05-02
43839570,000373    ,100001,   ,VA,2024-05-02,
43753789,000472    ,      ,351,VA,2024-05-03,
43843658,010148    ,      ,201,VA,2024-05-03,2024-05-24
43728070,010130    ,      ,613,VA,2024-05-03,2025-05-03
43845219,010284    ,      ,222,VA,2024-05-03,2024-05-03
43633890,EXT199    ,000022,490,VA,2024-05-03,2024-12-05
43830724,010099    ,100002,654,VA,2024-05-03,2028-04-30
43845294,000641    ,      ,201,VA,2024-05-03,
43845368,000603    ,      ,222,VA,2024-05-03,2024-05-27
43830724,010099    ,100002,644,VA,2024-05-03,2025-05-03
43830724,010099    ,100002,212,VA,2024-05-03,
43830724,010099    ,100002,   ,VA,2024-05-03,
43751113,000603    ,      ,351,VA,2024-05-03,
43845442,EXT177    ,000011,222,VA,2024-05-03,
43845442,EXT177    ,000011,201,VA,2024-05-03,
43845442,EXT177    ,      ,490,VA,2024-05-03,2030-06-02
43845442,EXT177    ,000011,653,VA,2024-05-03,2028-04-30
43845517,000633    ,      ,222,VA,2024-05-03,
43845517,000633    ,      ,653,VA,2024-05-03,2024-09-23
43845517,000633    ,      ,643,VA,2024-05-03,2024-09-23
43845517,000633    ,640004,   ,VA,2024-05-03,2024-09-23
43845442,EXT177    ,000011,213,VA,2024-05-03,
43845442,EXT177    ,000011,210,VA,2024-05-03,
43845591,000384    ,      ,222,VA,2024-05-03,
43845442,EXT177    ,000011,   ,VA,2024-05-03,
43829907,010108    ,      ,659,VA,2024-05-03,
43845442,EXT177    ,000011,643,VA,2024-05-03,2025-05-03
43845665,000621    ,000011,222,VA,2024-05-03,
43845740,000621    ,000011,222,VA,2024-05-03,
43688673,000351    ,      ,351,VA,2024-05-03,
43749850,000599    ,000011,653,VA,2024-05-03,2028-04-30
43845814,010107    ,000011,222,VA,2024-05-03,
43845814,010107    ,000011,201,VA,2024-05-03,
43845814,010107    ,000011,490,VA,2024-05-03,1980-06-01
43845814,010107    ,000011,653,VA,2024-05-03,2028-04-30
43845814,010107    ,000011,643,VA,2024-05-03,2025-05-03
43845814,010107    ,000011,210,VA,2024-05-03,
43845814,010107    ,000011,213,VA,2024-05-03,
43845814,010107    ,000011,   ,VA,2024-05-03,
43845963,EXT167    ,000077,201,VA,2024-05-03,
43845888,010151    ,000011,222,VA,2024-05-03,
43845963,000594    ,000077,210,VA,2024-05-03,
43846037,000475    ,      ,201,VA,2024-05-03,
43845963,000594    ,000077,665,VA,2024-05-03,2029-04-30
43846111,010130    ,      ,201,VA,2024-05-03,
43845963,000594    ,000077,   ,VA,2024-05-03,
43846186,000475    ,      ,201,VA,2024-05-03,
43664218,010283    ,      ,613,VA,2024-05-03,2025-05-05
43663995,010283    ,      ,613,VA,2024-05-03,2025-05-05
43846260,010235    ,      ,201,VA,2024-05-03,
43749255,000599    ,000011,653,VA,2024-05-03,2028-04-30
43796903,000464    ,000011,201,VA,2024-05-03,
43796903,000464    ,000011,490,VA,2024-05-03,2024-06-06
43749255,000599    ,000011,   ,VA,2024-05-03,
43796903,000464    ,000011,653,VA,2024-05-03,2028-04-30
43796903,000464    ,000011,643,VA,2024-05-03,2025-05-03
43796903,000464    ,000011,210,VA,2024-05-03,
43846334,010125    ,000011,222,VA,2024-05-03,
43796903,000464    ,000011,613,VA,2024-05-03,2025-05-03
43846334,010125    ,000011,201,VA,2024-05-03,
43846334,010125    ,000011,653,VA,2024-05-03,2028-04-30
43846334,010125    ,000011,643,VA,2024-05-03,2025-05-03
43846334,010125    ,000011,210,VA,2024-05-03,
43796903,000464    ,000011,213,VA,2024-05-03,
43846334,010125    ,000011,213,VA,2024-05-03,
43796903,000464    ,000011,   ,VA,2024-05-03,
43846334,010125    ,000011,   ,VA,2024-05-03,
43846409,000601    ,000011,643,VA,2024-05-03,2025-05-03
43846409,000601    ,000011,210,VA,2024-05-03,
43826859,000459    ,000033,222,VA,2024-05-03,
43846409,000601    ,000011,222,VA,2024-05-03,
43846409,000601    ,000011,201,VA,2024-05-03,
43846409,000601    ,000011,653,VA,2024-05-03,2028-04-30
43846409,000601    ,000011,213,VA,2024-05-03,
43846409,000601    ,000011,   ,VA,2024-05-03,
43798166,000594    ,000011,201,VA,2024-05-03,
43798166,000594    ,000011,490,VA,2024-05-03,2032-07-30
43798166,000594    ,000011,653,VA,2024-05-03,2028-04-30
43798166,000594    ,000011,643,VA,2024-05-03,2025-05-03
43798166,000594    ,000011,210,VA,2024-05-03,
43798166,000594    ,000011,213,VA,2024-05-03,
43798166,000594    ,000011,   ,VA,2024-05-03,
43846483,010239    ,      ,201,VA,2024-05-03,
43846557,000459    ,      ,221,VA,2024-05-03,
43846632,010104    ,      ,201,VA,2024-05-03,
43846706,010235    ,      ,201,VA,2024-05-03,
43846780,000436    ,      ,222,VA,2024-05-03,
43846855,000588    ,000011,222,VA,2024-05-03,
43814520,000793    ,      ,351,VA,2024-04-30,
43579924,010125    ,000011,613,VA,2024-05-03,2025-05-03
43846929,010104    ,000022,222,VA,2024-05-03,
43846929,010104    ,000022,201,VA,2024-05-03,
43846929,010104    ,000022,490,VA,2024-05-03,2029-09-01
43846929,010104    ,000022,650,VA,2024-05-03,2028-04-30
43846929,010104    ,000022,210,VA,2024-05-03,2029-05-03
43846929,010104    ,000022,640,VA,2024-05-03,2025-05-03
43688673,000636    ,000011,201,VA,2024-05-03,
43688673,000636    ,000011,210,VA,2024-05-03,2029-05-03
43688673,000636    ,000011,213,VA,2024-05-03,
43688673,000636    ,000011,   ,VA,2024-05-03,
43846929,010104    ,000022,613,VA,2024-05-03,2024-05-03
43846929,010104    ,000022,213,VA,2024-05-03,
43846929,010104    ,000022,   ,VA,2024-05-03,
43847152,EXT190    ,000011,201,VA,2024-05-03,
43847078,000387    ,000011,222,VA,2024-05-03,
43847078,000387    ,000011,201,VA,2024-05-03,
43847078,000387    ,000011,653,VA,2024-05-03,2028-04-30
43847078,000387    ,000011,643,VA,2024-05-03,2025-05-03
43847078,000387    ,000011,210,VA,2024-05-03,
43847078,000387    ,000011,213,VA,2024-05-03,
43847078,000387    ,000011,   ,VA,2024-05-03,
43847226,000387    ,000011,222,VA,2024-05-03,
43847226,000387    ,000011,201,VA,2024-05-03,
43847226,000387    ,000011,653,VA,2024-05-03,2028-04-30
43847226,000387    ,000011,643,VA,2024-05-03,2025-05-03
43847226,000387    ,000011,210,VA,2024-05-03,
43847226,000387    ,000011,213,VA,2024-05-03,
43808276,000609    ,000011,201,VA,2024-05-03,
43808276,000609    ,000011,490,VA,2024-05-03,2025-05-12
43808276,000609    ,000011,653,VA,2024-05-03,2028-04-30
43808276,000609    ,000011,643,VA,2024-05-03,2025-05-03
43808276,000609    ,000011,210,VA,2024-05-03,
43847226,000387    ,000011,   ,VA,2024-05-03,
43808276,000609    ,000011,613,VA,2024-05-03,2025-05-03
43808276,000609    ,000011,213,VA,2024-05-03,
43808276,000609    ,000011,   ,VA,2024-05-03,
43847301,010130    ,      ,222,VA,2024-05-03,
43847375,000249    ,000077,201,VA,2024-05-03,
43847449,000534    ,      ,222,VA,2024-05-03,2025-01-08
43769474,000521    ,      ,351,VA,2024-04-26,
43847524,000473    ,      ,201,VA,2024-05-03,
43671800,000554    ,000011,201,VA,2024-05-03,
43671800,000554    ,000011,490,VA,2024-05-03,2024-10-30
43671800,000554    ,000011,613,VA,2024-05-03,2024-05-03
43671800,000554    ,000011,213,VA,2024-05-03,
43671800,000554    ,000011,   ,VA,2024-05-03,
43744349,000623    ,000011,222,VA,2024-05-03,
43825075,000485    ,      ,665,VA,2024-05-03,2025-04-04
43825075,000485    ,      ,210,VA,2024-05-03,2025-04-04
43825075,000485    ,000077,   ,VA,2024-05-03,2025-04-04
43832285,010284    ,      ,201,VA,2024-05-03,2024-12-27
43832285,010284    ,      ,653,VA,2024-05-03,2024-12-20
43832285,010284    ,      ,643,VA,2024-05-03,2024-12-20
43832285,010284    ,      ,210,VA,2024-05-03,2024-12-20
43832285,010284    ,      ,213,VA,2024-05-03,2024-12-20
43832285,010284    ,000011,   ,VA,2024-05-03,2024-12-20
43847598,000249    ,      ,201,VA,2024-05-03,
43847672,010208    ,      ,222,VA,2024-05-03,
43847747,010252    ,000011,222,VA,2024-05-03,
43747025,010185    ,      ,665,VA,2024-05-03,2029-04-30
43847821,000551    ,000011,222,VA,2024-05-03,
43847821,000551    ,000011,201,VA,2024-05-03,
43847821,000551    ,000011,490,VA,2024-05-03,2025-02-03
43847821,000551    ,000011,653,VA,2024-05-03,2028-04-30
43847821,000551    ,000011,643,VA,2024-05-03,2025-05-03
43847821,000551    ,000011,210,VA,2024-05-03,
43847895,000595    ,      ,222,VA,2024-05-03,
43847821,000551    ,000011,213,VA,2024-05-03,
43847821,000551    ,000011,   ,VA,2024-05-03,
43847970,010130    ,      ,222,VA,2024-05-03,
43790733,EXT178    ,      ,222,VA,2024-05-03,2024-06-06
43848044,000657    ,      ,222,VA,2024-05-03,
43848118,000601    ,      ,222,VA,2024-05-03,
43848193,000636    ,      ,201,VA,2024-05-03,
43569220,010150    ,      ,222,VA,2024-05-03,2025-02-24
43848267,010112    ,      ,222,VA,2024-05-03,2024-10-22
43798612,000599    ,      ,490,VA,2024-05-03,2027-06-03
43848341,000671    ,      ,221,VA,2024-05-03,
43848416,000630    ,      ,201,VA,2024-05-03,
43848490,000630    ,      ,201,VA,2024-05-03,
43848639,000534    ,      ,222,VA,2024-05-06,2025-01-08
43848713,000601    ,      ,222,VA,2024-05-06,2024-07-01
43848787,010286    ,000011,222,VA,2024-05-06,
43592114,010139    ,      ,403,VA,2024-05-06,
43848862,010116    ,000022,222,VA,2024-05-06,
43848936,010218    ,      ,222,VA,2024-05-06,
43849010,000554    ,100001,221,VA,2024-05-06,
43849010,000554    ,100001,650,VA,2024-05-06,2028-04-30
43849010,000554    ,100001,212,VA,2024-05-06,
43849010,000554    ,100001,640,VA,2024-05-06,2025-05-06
