CLI,SEXT,DNA,AGE,TCLI,GES,DOU,UTIC,age,client_seniority_days,age_group,total_products,active_products,active_products_ratio,avg_product_duration,std_product_duration,max_product_duration,unique_packs,total_accounts,closed_accounts,closed_accounts_ratio,unique_account_types,Segment Client,Actif/Inactif,District
43804336,F,1992-08-09,2323,1,232,2024-04-16,000459    ,32.93908281998631,458,25-35,8.0,9.0,1.0,725.0,623.5382907247958,1445.0,2.0,8.0,0.0,0.0,3.0,PETITE ENTREPRISE,INACTIF,District Tunis Nord
43804410,M,2001-02-19,2929,1,292,2024-04-16,EXT190    ,24.407939767282684,458,<25,7.0,8.0,1.0,623.6666666666666,727.3550256465775,1445.0,1.0,2.0,0.0,0.0,2.0,NON AFFECTE,NON AFFECTE,District Tunis Nord
43804410,M,2001-02-19,2929,1,292,2024-04-16,EXT190    ,24.407939767282684,458,<25,7.0,8.0,1.0,623.6666666666666,727.3550256465775,1445.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,ACTIF,District Tunis Nord
43804485,F,1995-09-07,2121,1,213,2024-04-16,000475    ,29.861738535249827,458,25-35,3.0,4.0,1.0,1814.0,0.0,1814.0,1.0,1.0,0.0,0.0,1.0,TRES PETITE ENTREPRISE,ACTIF,District Tunis Nord
43804559, ,,1414,3,141,2024-04-16,010116    ,0.0,458,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,2.0,TRES PETITE ENTREPRISE,INACTIF,District Tunis Nord
43804633,M,1996-05-03,2727,1,271,2024-04-16,000656    ,29.207392197125255,458,25-35,2.0,2.0,1.0,205.0,0.0,205.0,1.0,2.0,1.0,0.5,2.0,NON AFFECTE,NON AFFECTE,District Tunis Nord
43804633,M,1996-05-03,2727,1,271,2024-04-16,000656    ,29.207392197125255,458,25-35,2.0,2.0,1.0,205.0,0.0,205.0,1.0,2.0,1.0,0.5,2.0,ADULTES GRAND PUBLIC,INACTIF,District Grand Centre
43804708,M,2012-05-10,3131,1,312,2024-04-16,010107    ,13.188227241615332,458,<25,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,NON AFFECTE,NON AFFECTE,District Tunis Nord
43804708,M,2012-05-10,3131,1,312,2024-04-16,010107    ,13.188227241615332,458,<25,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,JUNIOR,NON AFFECTE,District Nord Ouest
43804782,M,1993-02-22,3131,1,313,2024-04-16,010104    ,32.39972621492129,458,25-35,9.0,10.0,1.0,858.0,683.6263599364787,1750.0,2.0,8.0,0.0,0.0,3.0,TRES PETITE ENTREPRISE,ACTIF,District Tunis Nord
43804782,M,1993-02-22,3131,1,313,2024-04-16,010104    ,32.39972621492129,458,25-35,9.0,10.0,1.0,858.0,683.6263599364787,1750.0,2.0,8.0,0.0,0.0,3.0,ADULTES HAUTE GAMME,ACTIF,District Nord Ouest
43804856, ,,2727,3,271,2024-04-16,000656    ,0.0,458,,7.0,8.0,1.0,161.125,83.10825556379548,233.0,2.0,1.0,1.0,1.0,1.0,NON AFFECTE,NON AFFECTE,District Tunis Nord
43804856, ,,2727,3,271,2024-04-16,000656    ,0.0,458,,7.0,8.0,1.0,161.125,83.10825556379548,233.0,2.0,1.0,1.0,1.0,1.0,TRES PETITE ENTREPRISE,INACTIF,District Grand Centre
43804931,M,2065-03-03,1010,1,100,2024-04-16,010207    ,-39.624914442162904,458,,6.0,7.0,1.0,235.0,112.58330249197702,365.0,2.0,2.0,0.0,0.0,2.0,NON AFFECTE,NON AFFECTE,District Tunis Nord
43805005,M,2010-06-10,404,1,42,2024-04-16,000464    ,15.104722792607802,458,<25,1.0,1.0,1.0,231.0,0.0,231.0,1.0,1.0,1.0,1.0,1.0,TRES PETITE ENTREPRISE,INACTIF,District Tunis Nord
43805079,F,2013-10-09,404,1,42,2024-04-16,000464    ,11.772758384668036,458,<25,1.0,1.0,1.0,231.0,0.0,231.0,1.0,1.0,1.0,1.0,1.0,NON AFFECTE,NON AFFECTE,District Tunis Nord
43805154,M,1983-12-01,404,1,42,2024-04-16,000464    ,41.6290212183436,458,35-45,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,NON AFFECTE,NON AFFECTE,District Tunis Nord
43805228,F,1982-12-25,707,1,73,2024-04-16,010151    ,42.562628336755644,458,35-45,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,TRES PETITE ENTREPRISE,INACTIF,District Tunis Sud
43805302,M,1981-10-29,2828,1,283,2024-04-16,000436    ,43.71800136892539,458,35-45,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,TRES PETITE ENTREPRISE,ACTIF,District Tunis Sud
43805302,M,1981-10-29,2828,1,283,2024-04-16,000436    ,43.71800136892539,458,35-45,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
43805377,M,1997-10-27,1919,1,190,2024-04-16,000539    ,27.72347707049966,458,25-35,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,TRES PETITE ENTREPRISE,INACTIF,District Tunis Sud
43805451,F,1992-01-02,303,1,31,2024-04-16,000618    ,33.541409993155376,458,25-35,6.0,7.0,1.0,905.0,763.6753236814714,1445.0,1.0,3.0,0.0,0.0,3.0,NON AFFECTE,NON AFFECTE,District Tunis Sud
43805525,M,1996-01-11,2929,1,292,2024-04-16,EXT190    ,29.516769336071185,458,25-35,9.0,10.0,1.0,402.0,596.9865995145955,1441.0,2.0,3.0,0.0,0.0,3.0,TRES PETITE ENTREPRISE,ACTIF,District Tunis Sud
43805525,M,1996-01-11,2929,1,292,2024-04-16,EXT190    ,29.516769336071185,458,25-35,9.0,10.0,1.0,402.0,596.9865995145955,1441.0,2.0,3.0,0.0,0.0,3.0,ADULTES CLASSE MOYENNE,ACTIF,District Tunis Nord
43805600,F,1983-02-21,1111,1,113,2024-04-16,000452    ,42.403832991101986,458,35-45,2.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,TRES PETITE ENTREPRISE,ACTIF,District Tunis Sud
43805674,M,1999-05-11,303,1,34,2024-04-16,EXT191    ,26.187542778918548,458,25-35,7.0,8.0,1.0,1211.6666666666667,753.8291141454629,1810.0,2.0,2.0,0.0,0.0,2.0,TRES PETITE ENTREPRISE,ACTIF,District Tunis Sud
43805748,F,1995-08-31,1717,1,172,2024-04-16,010112    ,29.880903490759753,458,25-35,7.0,8.0,1.0,908.5,768.6250711497771,1452.0,2.0,8.0,0.0,0.0,3.0,TRES PETITE ENTREPRISE,INACTIF,District Tunis Sud
43805823,F,1990-11-07,707,1,73,2024-04-16,010151    ,34.69404517453799,458,25-35,12.0,13.0,1.0,1027.2857142857142,1555.0325521014788,4400.0,2.0,8.0,0.0,0.0,3.0,TRES PETITE ENTREPRISE,INACTIF,District Tunis Sud
43805897,M,1976-07-28,1111,1,112,2024-04-16,010202    ,48.9719370294319,458,45-55,6.0,7.0,1.0,902.0,759.432682994352,1439.0,1.0,2.0,0.0,0.0,2.0,TRES PETITE ENTREPRISE,INACTIF,District Tunis Sud
43805971,M,2022-09-24,707,1,73,2024-04-16,010151    ,2.8145106091718,458,<25,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,TRES PETITE ENTREPRISE,INACTIF,District Tunis Sud
43806046,F,1995-12-21,2828,1,283,2024-04-16,000436    ,29.574264202600958,458,25-35,8.0,9.0,1.0,563.25,610.7636613289956,1455.0,2.0,9.0,0.0,0.0,3.0,TRES PETITE ENTREPRISE,ACTIF,District Tunis Sud
43806046,F,1995-12-21,2828,1,283,2024-04-16,000436    ,29.574264202600958,458,25-35,8.0,9.0,1.0,563.25,610.7636613289956,1455.0,2.0,9.0,0.0,0.0,3.0,ADULTES GRAND PUBLIC,ACTIF,District Tunis Nord
43806120,M,2072-12-08,1717,1,171,2024-04-16,000603    ,-47.39219712525667,458,,4.0,4.0,0.8,1798.0,0.0,1798.0,2.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43806194,M,1995-05-13,303,1,31,2024-04-16,000618    ,30.182067077344286,458,25-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43806269, ,,1717,3,171,2024-04-16,000603    ,0.0,458,,5.0,6.0,1.0,-2394.0,5727.6776271015815,1432.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,ACTIF,District Tunis Sud
43806343, ,,303,2,31,2024-04-16,000618    ,0.0,458,,7.0,7.0,1.0,1378.3333333333333,1077.8238879025337,2166.0,1.0,8.0,1.0,0.125,2.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43806417,M,2013-04-03,1212,1,123,2024-04-16,010177    ,12.290212183436003,458,<25,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,JUNIOR,NON AFFECTE,District Tunis Sud
43806492,F,2023-06-07,1717,1,174,2024-04-16,000641    ,2.113620807665982,458,<25,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,JUNIOR,NON AFFECTE,District Tunis Sud
43806566,F,1997-05-09,2828,1,282,2024-04-16,000623    ,28.191649555099247,458,25-35,5.0,6.0,1.0,905.0,763.6753236814714,1445.0,2.0,8.0,0.0,0.0,3.0,JUNIOR,NON AFFECTE,District Tunis Sud
43806566,F,1997-05-09,2828,1,282,2024-04-16,000623    ,28.191649555099247,458,25-35,5.0,6.0,1.0,905.0,763.6753236814714,1445.0,2.0,8.0,0.0,0.0,3.0,ADULTES GRAND PUBLIC,ACTIF,District Tunis Nord
43806640,M,2017-03-11,1212,1,123,2024-04-16,010177    ,8.353182751540041,458,<25,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,JUNIOR,NON AFFECTE,District Tunis Sud
43806715,M,2074-01-02,1010,1,100,2024-04-16,010207    ,-48.459958932238195,458,,3.0,4.0,1.0,165.0,0.0,165.0,1.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43806789, ,,303,3,31,2024-04-16,000618    ,0.0,458,,4.0,5.0,1.0,111.0,0.0,111.0,2.0,1.0,0.0,0.0,1.0,JUNIOR,NON AFFECTE,District Tunis Sud
43806863,M,1990-10-09,202,1,22,2024-04-16,010130    ,34.77344284736482,458,25-35,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,JUNIOR,NON AFFECTE,District Tunis Sud
43806938,M,2004-12-15,101,1,13,2024-04-16,000482    ,20.588637919233403,458,<25,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,JUNIOR,NON AFFECTE,District Tunis Sud
43807012,F,1996-03-06,3030,1,303,2024-04-16,000551    ,29.366187542778917,458,25-35,10.0,11.0,1.0,837.4,733.1662840038405,1813.0,2.0,9.0,0.0,0.0,3.0,JUNIOR,NON AFFECTE,District Tunis Sud
43807012,F,1996-03-06,3030,1,303,2024-04-16,000551    ,29.366187542778917,458,25-35,10.0,11.0,1.0,837.4,733.1662840038405,1813.0,2.0,9.0,0.0,0.0,3.0,PREMIUMS ELITE,ACTIF,District Tunis Sud
43807086,M,2056-10-06,3232,1,322,2024-04-16,000384    ,-31.21971252566735,458,,8.0,9.0,1.0,827.5,548.8396851540531,1445.0,1.0,2.0,0.0,0.0,2.0,JUNIOR,NON AFFECTE,District Tunis Sud
43807086,M,2056-10-06,3232,1,322,2024-04-16,000384    ,-31.21971252566735,458,,8.0,9.0,1.0,827.5,548.8396851540531,1445.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43807161,M,1998-09-10,2525,1,252,2024-04-17,000594    ,26.85284052019165,457,25-35,7.0,8.0,1.0,191.33333333333334,25.311394008759503,243.0,2.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43807161,M,1998-09-10,2525,1,252,2024-04-17,000594    ,26.85284052019165,457,25-35,7.0,8.0,1.0,191.33333333333334,25.311394008759503,243.0,2.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,ACTIF,District Tunis Sud
43807235,M,1986-09-04,2525,1,252,2024-04-17,000594    ,38.86926762491444,457,35-45,6.0,7.0,1.0,898.0,753.7758287448596,1431.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43807235,M,1986-09-04,2525,1,252,2024-04-17,000594    ,38.86926762491444,457,35-45,6.0,7.0,1.0,898.0,753.7758287448596,1431.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,ACTIF,District Tunis Sud
43807309,M,1981-11-19,1818,1,181,2024-04-17,000371    ,43.66050650239562,457,35-45,4.0,5.0,1.0,1798.0,0.0,1798.0,2.0,3.0,0.0,0.0,3.0,JEUNES ADULTES,INACTIF,District Tunis Sud
43807384,F,1999-09-13,2323,1,230,2024-04-17,010235    ,25.845311430527037,457,25-35,8.0,9.0,0.9,518.25,645.3874159500375,1459.0,3.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43807458,F,2068-04-22,2121,1,213,2024-04-17,000475    ,-42.76249144421629,457,,3.0,4.0,1.0,1809.0,0.0,1809.0,1.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43807532,M,1975-03-14,2626,1,263,2024-04-17,000633    ,50.34633812457221,457,45-55,7.0,8.0,1.0,601.0,747.4844479987527,1438.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43807532,M,1975-03-14,2626,1,263,2024-04-17,000633    ,50.34633812457221,457,45-55,7.0,8.0,1.0,601.0,747.4844479987527,1438.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Grand Sud
43807607,M,1976-02-10,404,1,43,2024-04-17,000601    ,49.43463381245722,457,45-55,1.0,1.0,1.0,327.0,0.0,327.0,1.0,1.0,1.0,1.0,1.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43807681,F,2074-06-11,2323,1,232,2024-04-17,000459    ,-48.89801505817933,457,,7.0,8.0,1.0,722.6666666666666,619.4968388404684,1438.0,2.0,2.0,0.0,0.0,2.0,JUNIOR,NON AFFECTE,District Tunis Sud
43807755, ,,2626,3,263,2024-04-17,000633    ,0.0,457,,6.0,7.0,1.0,689.0,656.0342978838835,1444.0,1.0,13.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43807755, ,,2626,3,263,2024-04-17,000633    ,0.0,457,,6.0,7.0,1.0,689.0,656.0342978838835,1444.0,1.0,13.0,0.0,0.0,2.0,PETITE ENTREPRISE,ACTIF,District Grand Sud
43807830,M,1980-03-23,202,1,24,2024-04-17,010251    ,45.319644079397676,457,45-55,6.0,7.0,1.0,194.57142857142858,16.28759387649736,229.0,2.0,2.0,2.0,1.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43807904,F,2011-04-29,707,1,73,2024-04-17,010250    ,14.220396988364135,457,<25,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43807978,M,1991-06-25,202,1,24,2024-04-17,010123    ,34.064339493497606,457,25-35,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43808053,M,1990-11-06,2424,1,243,2024-04-17,000524    ,34.69678302532512,457,25-35,6.0,7.0,1.0,904.5,762.9682169002848,1444.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,ACTIF,District Tunis Sud
43808127,F,1989-12-10,404,1,43,2024-04-17,000601    ,35.60301163586585,457,35-45,7.0,8.0,1.0,902.5,760.1397897755386,1440.0,2.0,9.0,0.0,0.0,3.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43808201,F,1995-06-21,3131,1,312,2024-04-17,010241    ,30.075290896646134,457,25-35,12.0,13.0,1.0,5332.714285714285,6088.149984855436,12810.0,2.0,8.0,0.0,0.0,3.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43808201,F,1995-06-21,3131,1,312,2024-04-17,010241    ,30.075290896646134,457,25-35,12.0,13.0,1.0,5332.714285714285,6088.149984855436,12810.0,2.0,8.0,0.0,0.0,3.0,ADULTES GRAND PUBLIC,ACTIF,District Nord Ouest
43808276,M,1985-12-13,2020,1,202,2024-04-17,000609    ,39.59479808350445,457,35-45,11.0,12.0,1.0,543.5,448.22260094734185,1458.0,2.0,8.0,0.0,0.0,3.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43808350,F,1989-10-01,2121,1,211,2024-04-17,010108    ,35.794661190965094,457,35-45,3.0,4.0,1.0,911.5,772.8677118368964,1458.0,2.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43808424,F,2070-11-19,606,1,63,2024-04-17,010219    ,-45.3388090349076,457,,7.0,8.0,1.0,614.0,737.7201366371938,1444.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43808499,M,2004-10-09,808,1,81,2024-04-17,000554    ,20.772073921971252,457,<25,3.0,4.0,1.0,904.5,762.9682169002848,1444.0,2.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43808573,M,1998-08-08,2424,1,244,2024-04-17,010244    ,26.94318959616701,457,25-35,7.0,9.0,1.0,610.6666666666666,735.9241355828285,1438.0,3.0,8.0,0.0,0.0,3.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43808647,M,2003-08-22,3232,1,322,2024-04-17,000384    ,21.905544147843944,457,<25,12.0,14.0,1.0,338.5,477.66784634154664,1451.0,3.0,8.0,0.0,0.0,3.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43808647,M,2003-08-22,3232,1,322,2024-04-17,000384    ,21.905544147843944,457,<25,12.0,14.0,1.0,338.5,477.66784634154664,1451.0,3.0,8.0,0.0,0.0,3.0,JEUNES ADULTES,INACTIF,District Tunis Sud
43808722,F,1977-08-25,2020,1,203,2024-04-17,010115    ,47.89596167008898,457,45-55,9.0,10.0,1.0,-1256.6,4223.875980660418,1430.0,2.0,8.0,0.0,0.0,3.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43808796,M,1992-07-17,101,1,13,2024-04-17,000482    ,33.002053388090346,457,25-35,3.0,4.0,1.0,1809.0,0.0,1809.0,1.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43808870,M,2065-09-14,1111,1,112,2024-04-17,010202    ,-40.158795345653665,457,,2.0,2.0,1.0,1819.0,0.0,1819.0,1.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43808945,M,1988-02-19,1818,1,183,2024-04-17,000530    ,37.40999315537303,457,35-45,6.0,7.0,1.0,603.0,750.8441915604062,1444.0,1.0,2.0,0.0,0.0,2.0,JEUNES ADULTES,INACTIF,District Tunis Sud
43809019,F,2067-01-07,606,1,63,2024-04-17,010219    ,-41.47296372347707,457,,10.0,11.0,1.0,422.0,588.6764816093811,1444.0,2.0,8.0,0.0,0.0,3.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43809093,M,2013-06-01,404,1,40,2024-04-17,010283    ,12.128678986995208,457,<25,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43809168,F,1993-06-12,606,1,62,2024-04-17,000764    ,32.09856262833676,457,25-35,6.0,7.0,1.0,904.5,762.9682169002848,1444.0,1.0,2.0,0.0,0.0,2.0,JEUNES ADULTES,INACTIF,District Tunis Sud
43809242,M,1990-08-20,2222,1,225,2024-04-17,000527    ,34.91033538672142,457,25-35,12.0,14.0,1.0,523.5,831.1145700632546,2191.0,2.0,9.0,0.0,0.0,3.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43809316,F,1980-11-24,1010,1,101,2024-04-17,010094    ,44.64613278576318,457,35-45,7.0,8.0,1.0,909.5,770.0392847121502,1454.0,2.0,8.0,0.0,0.0,3.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43809391,M,1991-09-02,2929,1,292,2024-04-17,EXT190    ,33.87542778918549,457,25-35,7.0,8.0,1.0,100.85714285714286,66.53928306253525,246.0,2.0,2.0,1.0,0.5,2.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43809391,M,1991-09-02,2929,1,292,2024-04-17,EXT190    ,33.87542778918549,457,25-35,7.0,8.0,1.0,100.85714285714286,66.53928306253525,246.0,2.0,2.0,1.0,0.5,2.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
43809465, ,,3232,2,321,2024-04-17,000485    ,0.0,457,,5.0,6.0,1.0,904.5,762.9682169002848,1444.0,2.0,13.0,1.0,0.07692307692307693,2.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43809465, ,,3232,2,321,2024-04-17,000485    ,0.0,457,,5.0,6.0,1.0,904.5,762.9682169002848,1444.0,2.0,13.0,1.0,0.07692307692307693,2.0,PETITE ENTREPRISE,ACTIF,District Tunis Sud
43809539,M,2015-03-17,404,1,40,2024-04-17,010283    ,10.338124572210814,457,<25,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43809614,M,1992-05-29,2020,1,203,2024-04-17,010115    ,33.13620807665982,457,25-35,10.0,11.0,1.0,814.6666666666666,6390.190096285608,11354.0,2.0,8.0,0.0,0.0,3.0,NON AFFECTE,NON AFFECTE,District Tunis Sud
43809688,M,1995-03-07,1818,1,183,2024-04-17,000530    ,30.365503080082135,457,25-35,6.0,7.0,1.0,219.5,1.2247448713915885,222.0,2.0,2.0,1.0,0.5,2.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43809762,M,1980-02-26,3232,1,321,2024-04-17,000485    ,45.39082819986311,457,45-55,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,ACTIF,District Tunis Sud
43809762,M,1980-02-26,3232,1,321,2024-04-17,000485    ,45.39082819986311,457,45-55,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43809837,M,1991-08-01,909,1,91,2024-04-17,000387    ,33.96303901437371,457,25-35,7.0,8.0,1.0,904.5,762.9682169002848,1444.0,2.0,9.0,0.0,0.0,3.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43809911,M,1984-06-15,2020,1,202,2024-04-18,000609    ,41.08966461327858,456,35-45,10.0,11.0,1.0,577.8,490.4989296624408,1455.0,2.0,8.0,0.0,0.0,3.0,ADULTES GRAND PUBLIC,ACTIF,District Tunis Sud
43809985,M,1985-12-10,2323,1,232,2024-04-18,000459    ,39.60301163586585,456,35-45,7.0,8.0,1.0,724.3333333333334,622.3835901864167,1443.0,2.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,ACTIF,District Tunis Sud
43810060,M,1996-05-27,2424,1,243,2024-04-18,000524    ,29.141683778234086,456,25-35,7.0,8.0,1.0,724.3333333333334,622.3835901864167,1443.0,2.0,2.0,0.0,0.0,2.0,PREMIUMS FIRST,ACTIF,District Tunis Sud
43810134,F,1991-07-31,2828,1,283,2024-04-18,000436    ,33.96577686516085,456,25-35,10.0,11.0,1.0,503.4,552.756094493765,1453.0,2.0,8.0,0.0,0.0,3.0,ADULTES GRAND PUBLIC,ACTIF,District Tunis Sud
43810134,F,1991-07-31,2828,1,283,2024-04-18,000436    ,33.96577686516085,456,25-35,10.0,11.0,1.0,503.4,552.756094493765,1453.0,2.0,8.0,0.0,0.0,3.0,ADULTES CLASSE MOYENNE,ACTIF,District Tunis Nord
43810208,F,1982-12-27,606,1,63,2024-04-18,010219    ,42.55715263518138,456,35-45,7.0,8.0,1.0,613.3333333333334,737.5515801171695,1443.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43810283,F,1979-05-11,2121,1,213,2024-04-18,000475    ,46.18754277891855,456,45-55,1.0,1.0,1.0,161.0,0.0,161.0,1.0,1.0,1.0,1.0,1.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43810431,F,1992-03-03,2626,1,261,2024-04-18,000630    ,33.374401095140314,456,25-35,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43810431,F,1992-03-03,2626,1,261,2024-04-18,000630    ,33.374401095140314,456,25-35,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,INACTIF,District Grand Sud
43810506,M,1994-07-29,2929,1,292,2024-04-18,EXT190    ,30.97056810403833,456,25-35,7.0,8.0,1.0,225.0,153.41447128612086,365.0,1.0,2.0,0.0,0.0,2.0,JUNIOR,NON AFFECTE,District Tunis Sud
43810506,M,1994-07-29,2929,1,292,2024-04-18,EXT190    ,30.97056810403833,456,25-35,7.0,8.0,1.0,225.0,153.41447128612086,365.0,1.0,2.0,0.0,0.0,2.0,ADULTES HAUTE GAMME,INACTIF,District Tunis Nord
43810580,M,2065-11-02,1919,1,192,2024-04-18,000538    ,-40.29295003422313,456,,1.0,1.0,1.0,35.0,0.0,35.0,1.0,1.0,1.0,1.0,1.0,JUNIOR,NON AFFECTE,District Tunis Sud
43810654,M,2024-02-05,1919,1,193,2024-04-18,010259    ,1.4483230663928817,456,<25,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,ADULTES HAUTE GAMME,INACTIF,District Tunis Sud
43810729,F,1999-08-19,0,1,0,2024-04-18,010249    ,25.913757700205338,456,25-35,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,NON AFFECTE,NON AFFECTE,District Tunis Sud
43810803,M,2060-04-15,1919,1,192,2024-04-18,010218    ,-34.743326488706366,456,,3.0,4.0,1.0,1807.0,0.0,1807.0,1.0,1.0,0.0,0.0,1.0,NON AFFECTE,NON AFFECTE,District Tunis Sud
43810877,M,2001-09-18,2525,1,251,2024-04-18,010109    ,23.83025325119781,456,<25,6.0,7.0,1.0,177.0,3.4156502553198664,182.0,2.0,2.0,2.0,1.0,2.0,NON AFFECTE,NON AFFECTE,District Tunis Sud
43810877,M,2001-09-18,2525,1,251,2024-04-18,010109    ,23.83025325119781,456,<25,6.0,7.0,1.0,177.0,3.4156502553198664,182.0,2.0,2.0,2.0,1.0,2.0,JEUNES ADULTES,ACTIF,District Tunis Sud
43810952,M,1979-06-21,1111,1,111,2024-04-18,010125    ,46.07529089664613,456,45-55,8.0,10.0,1.0,766.4,626.596999673634,1455.0,2.0,2.0,0.0,0.0,2.0,NON AFFECTE,NON AFFECTE,District Tunis Sud
