CLI,SEXT,DNA,AGE,TCLI,GES,DOU,UTIC,age,client_seniority_days,age_group,total_products,active_products,active_products_ratio,avg_product_duration,std_product_duration,max_product_duration,unique_packs,total_accounts,closed_accounts,closed_accounts_ratio,unique_account_types,Segment Client,Actif/Inactif,District
43986527,F,1976-02-22,202,1,24,2024-06-27,010123    ,49.40177960301163,386,45-55,3.0,2.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,JEUNES ADULTES,INACTIF,District Tunis Nord
43986601,M,1980-10-24,2020,1,202,2024-06-27,010286    ,44.73100616016427,386,35-45,9.0,10.0,1.0,610.25,563.3870043466274,1452.0,2.0,14.0,6.0,0.42857142857142855,3.0,JEUNES ADULTES,ACTIF,District Tunis Nord
43986676,F,1978-09-23,1111,1,111,2024-06-27,EXT195    ,46.81724845995893,386,45-55,3.0,4.0,1.0,902.0,759.432682994352,1439.0,2.0,1.0,0.0,0.0,1.0,JEUNES ADULTES,ACTIF,District Tunis Nord
43986750,F,2064-08-03,202,1,24,2024-06-27,010123    ,-39.044490075290895,386,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,JEUNES ADULTES,ACTIF,District Tunis Nord
43986824,F,1984-12-25,1717,1,171,2024-06-27,000603    ,40.56125941136208,386,35-45,3.0,4.0,1.0,899.5,755.8971490884193,1434.0,2.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
43986899,F,1990-10-05,808,1,80,2024-06-27,010240    ,34.784394250513344,386,25-35,4.0,5.0,1.0,899.5,755.8971490884193,1434.0,2.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
43986973,F,2002-09-07,303,1,31,2024-06-27,000618    ,22.861054072553046,386,<25,6.0,7.0,1.0,899.5,755.8971490884193,1434.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
43987047,F,2002-02-19,303,1,31,2024-06-27,000618    ,23.408624229979466,386,<25,6.0,7.0,1.0,78.0,3.4156502553198664,83.0,2.0,2.0,2.0,1.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
43987122,M,1987-12-24,2020,1,203,2024-06-27,010284    ,37.56605065023956,386,35-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
43987196,F,1987-12-02,1717,1,171,2024-06-27,000603    ,37.62628336755647,386,35-45,3.0,4.0,1.0,125.25,0.4999999999999988,126.0,2.0,1.0,1.0,1.0,1.0,ADULTES GRAND PUBLIC,ACTIF,District Tunis Nord
43987270,F,1987-05-03,1414,1,141,2024-06-27,010116    ,38.209445585215605,386,35-45,6.0,7.0,1.0,910.0,770.7463914933368,1455.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
43987345,F,2001-02-22,303,1,31,2024-06-27,000618    ,24.399726214921287,386,<25,6.0,7.0,1.0,76.57142857142857,4.391550328268399,83.0,2.0,2.0,2.0,1.0,2.0,JUNIOR,NON AFFECTE,District Tunis Nord
43987419,M,2074-09-24,2727,1,272,2024-06-27,000483    ,-49.1854893908282,386,,6.0,7.0,1.0,126.28571428571429,5.618845839799184,139.0,2.0,2.0,2.0,1.0,2.0,JUNIOR,NON AFFECTE,District Tunis Nord
43987419,M,2074-09-24,2727,1,272,2024-06-27,000483    ,-49.1854893908282,386,,6.0,7.0,1.0,126.28571428571429,5.618845839799184,139.0,2.0,2.0,2.0,1.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Grand Centre
43987493, ,,1414,2,141,2024-06-27,010116    ,0.0,386,,4.0,5.0,1.0,899.5,755.8971490884193,1434.0,1.0,2.0,0.0,0.0,2.0,JUNIOR,NON AFFECTE,District Tunis Nord
43987568,M,1982-05-01,1212,1,122,2024-06-27,010208    ,43.214236824093085,386,35-45,3.0,4.0,1.0,1816.0,0.0,1816.0,1.0,1.0,0.0,0.0,1.0,JUNIOR,NON AFFECTE,District Tunis Nord
43987642,F,2004-04-12,1717,1,171,2024-06-27,000603    ,21.26488706365503,386,<25,3.0,4.0,1.0,899.5,755.8971490884193,1434.0,2.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
43987716,F,2003-03-01,1111,1,112,2024-06-27,010202    ,22.38193018480493,386,<25,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,ACTIF,District Tunis Nord
43987791,F,2003-02-22,303,1,31,2024-06-27,000618    ,22.401095140314855,386,<25,6.0,7.0,1.0,899.5,755.8971490884193,1434.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
43987865,M,1981-05-15,1212,1,121,2024-06-27,010208    ,44.17522245037645,386,35-45,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
43987939,M,1999-04-20,3333,1,331,2024-06-27,010110    ,26.245037645448324,386,25-35,6.0,7.0,1.0,260.57142857142856,7.807200583588264,272.0,2.0,2.0,2.0,1.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
43987939,M,1999-04-20,3333,1,331,2024-06-27,010110    ,26.245037645448324,386,25-35,6.0,7.0,1.0,260.57142857142856,7.807200583588264,272.0,2.0,2.0,2.0,1.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Grand Centre
43988014,F,1983-04-04,303,1,31,2024-06-27,000618    ,42.288843258042434,386,35-45,6.0,7.0,1.0,899.5,755.8971490884193,1434.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,ACTIF,District Tunis Nord
43988088,F,2068-01-24,1111,1,112,2024-06-27,010202    ,-42.51882272416153,386,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
43988162,F,2002-07-12,1717,1,170,2024-06-27,010299    ,23.017111567419576,386,<25,7.0,8.0,1.0,608.0,759.2476539311795,1459.0,2.0,2.0,0.0,0.0,2.0,JEUNES ADULTES,ACTIF,District Tunis Nord
43988237,M,1995-06-29,2424,1,243,2024-06-27,000524    ,30.053388090349078,386,25-35,9.0,10.0,1.0,473.0,553.4089807728096,1434.0,2.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,ACTIF,District Tunis Nord
43988311,F,2004-02-21,1717,1,171,2024-06-27,000603    ,21.404517453798768,386,<25,3.0,4.0,1.0,322.0,0.0,322.0,2.0,1.0,0.0,0.0,1.0,NON AFFECTE,NON AFFECTE,District Tunis Nord
43988385,F,1984-01-13,303,1,31,2024-06-27,000618    ,41.51129363449692,386,35-45,6.0,7.0,1.0,899.5,755.8971490884193,1434.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,ACTIF,District Tunis Nord
43988460,F,1987-11-28,1717,1,172,2024-06-27,010112    ,37.637234770705,386,35-45,3.0,4.0,1.0,154.0,0.0,154.0,2.0,1.0,1.0,1.0,1.0,ADULTES GRAND PUBLIC,ACTIF,District Tunis Nord
43988534,F,1990-08-16,3131,1,313,2024-06-27,010104    ,34.92128678986995,386,25-35,8.0,9.0,1.0,387.75,613.0235954442769,1892.0,2.0,2.0,1.0,0.5,2.0,ADULTES HAUTE GAMME,ACTIF,District Tunis Nord
43988534,F,1990-08-16,3131,1,313,2024-06-27,010104    ,34.92128678986995,386,25-35,8.0,9.0,1.0,387.75,613.0235954442769,1892.0,2.0,2.0,1.0,0.5,2.0,ADULTES GRAND PUBLIC,INACTIF,District Nord Ouest
43988608,F,2000-09-09,2626,1,260,2024-06-27,EXT178    ,24.854209445585216,386,<25,3.0,4.0,1.0,1822.0,0.0,1822.0,1.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
43988608,F,2000-09-09,2626,1,260,2024-06-27,EXT178    ,24.854209445585216,386,<25,3.0,4.0,1.0,1822.0,0.0,1822.0,1.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,ACTIF,District Grand Sud
43988683,F,1995-04-23,101,1,13,2024-06-27,000482    ,30.236824093086927,386,25-35,8.0,9.0,1.0,235.44444444444446,125.21792115259612,307.0,2.0,2.0,2.0,1.0,2.0,ADULTES HAUTE GAMME,ACTIF,District Tunis Nord
43988757,M,1976-11-24,1111,1,112,2024-06-27,010202    ,48.64613278576318,386,45-55,3.0,4.0,1.0,902.0,759.432682994352,1439.0,2.0,1.0,0.0,0.0,1.0,NON AFFECTE,NON AFFECTE,District Tunis Nord
43988831,F,2001-04-26,303,1,31,2024-06-27,000618    ,24.227241615331966,386,<25,6.0,7.0,1.0,113.66666666666667,1.6329931618554505,117.0,2.0,2.0,1.0,0.5,2.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
43988906,F,1988-01-02,2424,1,243,2024-06-27,000524    ,37.541409993155376,386,35-45,8.0,9.0,1.0,728.0,628.7344431475025,1454.0,2.0,8.0,0.0,0.0,3.0,ADULTES GRAND PUBLIC,ACTIF,District Tunis Nord
43988980,F,1984-07-03,303,1,31,2024-06-27,000618    ,41.040383299110196,386,35-45,6.0,7.0,1.0,899.5,755.8971490884193,1434.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
43989054,M,2018-02-06,2727,1,271,2024-06-27,000656    ,7.444216290212183,386,<25,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,ACTIF,District Tunis Nord
43989054,M,2018-02-06,2727,1,271,2024-06-27,000656    ,7.444216290212183,386,<25,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,JUNIOR,NON AFFECTE,District Grand Centre
43989129,M,2022-02-03,2727,1,271,2024-06-27,000656    ,3.4524298425735798,386,<25,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,JUNIOR,NON AFFECTE,District Tunis Nord
43989129,M,2022-02-03,2727,1,271,2024-06-27,000656    ,3.4524298425735798,386,<25,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,JUNIOR,NON AFFECTE,District Grand Centre
43989203,M,2068-01-03,505,1,50,2024-06-27,010260    ,-42.46132785763176,386,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,ACTIF,District Tunis Nord
43989277,F,1994-08-20,505,1,51,2024-06-27,010260    ,30.910335386721425,386,25-35,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,JUNIOR,NON AFFECTE,District Tunis Nord
43989352,F,1999-09-17,303,1,31,2024-06-28,000618    ,25.83436002737851,385,25-35,6.0,7.0,1.0,899.0,755.1900423072327,1433.0,1.0,2.0,0.0,0.0,2.0,NON AFFECTE,NON AFFECTE,District Tunis Nord
43989426,F,2005-10-15,303,1,31,2024-06-28,000618    ,19.756331279945243,385,<25,6.0,7.0,1.0,180.0,0.0,180.0,2.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,ACTIF,District Tunis Nord
43989500,F,2018-08-30,1919,1,193,2024-06-28,010154    ,6.882956878850103,385,<25,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,NON AFFECTE,NON AFFECTE,District Tunis Nord
43989575,F,1987-12-31,303,1,31,2024-06-28,000618    ,37.54688569472964,385,35-45,6.0,7.0,1.0,899.0,755.1900423072327,1433.0,1.0,2.0,0.0,0.0,2.0,ADULTES HAUTE GAMME,ACTIF,District Tunis Nord
43989649,M,1991-11-23,404,1,43,2024-06-28,000601    ,33.65092402464066,385,25-35,9.0,10.0,1.0,549.25,613.3060002967524,1438.0,2.0,8.0,0.0,0.0,3.0,NON AFFECTE,NON AFFECTE,District Tunis Nord
43989723,F,1983-12-11,303,1,31,2024-06-28,000618    ,41.60164271047228,385,35-45,6.0,7.0,1.0,899.0,755.1900423072327,1433.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
43989798,M,2003-06-30,1111,1,111,2024-06-28,010125    ,22.050650239561943,385,<25,3.0,4.0,1.0,1824.0,0.0,1824.0,1.0,1.0,0.0,0.0,1.0,ADULTES CLASSE MOYENNE,ACTIF,District Tunis Nord
43989872,F,2016-10-28,1919,1,193,2024-06-28,010154    ,8.720054757015742,385,<25,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
43989946,F,2073-01-14,101,1,13,2024-06-28,000482    ,-47.493497604380565,385,,4.0,5.0,1.0,960.0,1193.5962466428923,1804.0,2.0,2.0,0.0,0.0,2.0,NON AFFECTE,NON AFFECTE,District Tunis Nord
43990021,M,2059-07-06,2727,1,271,2024-06-28,000656    ,-33.96577686516085,385,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ADULTES CLASSE MOYENNE,ACTIF,District Tunis Nord
43990021,M,2059-07-06,2727,1,271,2024-06-28,000656    ,-33.96577686516085,385,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ADULTES GRAND PUBLIC,INACTIF,District Grand Centre
43990095,M,1986-05-25,2424,1,242,2024-06-28,000626    ,39.148528405201915,385,35-45,7.0,8.0,1.0,3379.5,2897.2599123999903,5876.0,1.0,3.0,0.0,0.0,3.0,ADULTES GRAND PUBLIC,ACTIF,District Tunis Nord
43990169,F,1988-06-16,303,1,31,2024-06-28,000618    ,37.086926762491444,385,35-45,6.0,7.0,1.0,153.16666666666666,56.746512374476964,269.0,2.0,2.0,1.0,0.5,2.0,ADULTES CLASSE MOYENNE,ACTIF,District Tunis Nord
43990244,M,1985-05-18,303,1,31,2024-06-28,000618    ,40.167008898015055,385,35-45,6.0,7.0,1.0,899.0,755.1900423072327,1433.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
43990318,F,1984-06-23,2626,1,260,2024-06-28,EXT178    ,41.06776180698152,385,35-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NON AFFECTE,NON AFFECTE,District Tunis Nord
43990318,F,1984-06-23,2626,1,260,2024-06-28,EXT178    ,41.06776180698152,385,35-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ADULTES GRAND PUBLIC,INACTIF,District Grand Sud
43990392,F,1982-10-02,303,1,31,2024-06-28,000618    ,42.79260780287474,385,35-45,6.0,7.0,1.0,899.0,755.1900423072327,1433.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
43990467,M,1980-01-21,1818,1,182,2024-06-28,000537    ,45.489390828199866,385,45-55,3.0,4.0,1.0,1798.0,0.0,1798.0,1.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,ACTIF,District Tunis Nord
43990541,M,1981-04-11,101,1,13,2024-06-28,000482    ,44.26830937713895,385,35-45,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,ACTIF,District Tunis Nord
43990615,M,2073-09-26,1212,1,121,2024-06-28,010208    ,-48.19164955509925,385,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
43990690,M,1981-11-22,2525,1,251,2024-06-28,000594    ,43.65229295003422,385,35-45,8.0,9.0,1.0,720.0,614.8780366869514,1430.0,2.0,8.0,0.0,0.0,3.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
43990690,M,1981-11-22,2525,1,251,2024-06-28,000594    ,43.65229295003422,385,35-45,8.0,9.0,1.0,720.0,614.8780366869514,1430.0,2.0,8.0,0.0,0.0,3.0,ADULTES CLASSE MOYENNE,ACTIF,District Tunis Sud
43990764,F,1985-06-14,808,1,80,2024-06-28,010240    ,40.09308692676249,385,35-45,2.0,2.0,1.0,118.0,7.0710678118654755,123.0,1.0,1.0,1.0,1.0,1.0,NON AFFECTE,NON AFFECTE,District Tunis Nord
43990838,M,1986-05-01,202,1,20,2024-06-28,010239    ,39.214236824093085,385,35-45,3.0,4.0,1.0,1828.0,0.0,1828.0,1.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
43990913,F,1994-03-15,909,1,91,2024-06-28,000387    ,31.342915811088297,385,25-35,8.0,9.0,1.0,722.6666666666666,619.4968388404684,1438.0,2.0,8.0,0.0,0.0,3.0,ADULTES GRAND PUBLIC,ACTIF,District Tunis Nord
43990987, ,,1313,3,130,2024-06-28,000584    ,0.0,385,,8.0,9.0,1.0,639.5,549.0,1463.0,2.0,2.0,0.0,0.0,2.0,JEUNES ADULTES,ACTIF,District Tunis Nord
43991061,F,1999-03-14,1616,1,167,2024-06-28,000498    ,26.34633812457221,385,25-35,7.0,8.0,1.0,1113.0,648.9006087221678,1525.0,2.0,2.0,0.0,0.0,2.0,JEUNES ADULTES,ACTIF,District Tunis Nord
43991136, ,,808,2,83,2024-06-28,000435    ,0.0,385,,4.0,5.0,1.0,907.5,767.2108575874041,1450.0,1.0,3.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,ACTIF,District Tunis Nord
43991210,F,2021-09-24,3131,1,311,2024-06-28,010222    ,3.813826146475017,385,<25,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,ACTIF,District Tunis Nord
43991210,F,2021-09-24,3131,1,311,2024-06-28,010222    ,3.813826146475017,385,<25,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,JUNIOR,NON AFFECTE,District Nord Ouest
43991284,F,1996-10-28,808,1,83,2024-06-28,000435    ,28.720054757015742,385,25-35,2.0,2.0,1.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,ACTIF,District Tunis Nord
43991359,M,2074-12-01,2626,1,260,2024-06-28,EXT178    ,-49.37166324435318,385,,4.0,5.0,1.0,912.5,774.2819253992695,1460.0,2.0,1.0,0.0,0.0,1.0,ADULTES CLASSE MOYENNE,ACTIF,District Tunis Nord
43991359,M,2074-12-01,2626,1,260,2024-06-28,EXT178    ,-49.37166324435318,385,,4.0,5.0,1.0,912.5,774.2819253992695,1460.0,2.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,INACTIF,District Grand Sud
43991433,M,2019-12-14,3131,1,311,2024-06-28,010222    ,5.593429158110883,385,<25,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,ACTIF,District Tunis Nord
43991433,M,2019-12-14,3131,1,311,2024-06-28,010222    ,5.593429158110883,385,<25,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,JUNIOR,NON AFFECTE,District Nord Ouest
43991507,F,2012-12-10,1515,1,151,2024-06-28,000636    ,12.602327173169062,385,<25,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,JEUNES ADULTES,ACTIF,District Tunis Nord
43991582,F,2001-05-16,2121,1,213,2024-06-28,000475    ,24.17248459958932,385,<25,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,JUNIOR,NON AFFECTE,District Tunis Nord
43991656,M,1978-02-20,101,1,13,2024-06-28,000482    ,47.40588637919233,385,45-55,9.0,11.0,1.0,549.8,497.7184947337199,1433.0,3.0,8.0,0.0,0.0,3.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
43991730,F,1996-09-25,3232,1,321,2024-06-28,000485    ,28.810403832991103,385,25-35,4.0,5.0,1.0,128.2,21.533694527414468,150.0,2.0,1.0,1.0,1.0,1.0,JUNIOR,NON AFFECTE,District Tunis Nord
43991730,F,1996-09-25,3232,1,321,2024-06-28,000485    ,28.810403832991103,385,25-35,4.0,5.0,1.0,128.2,21.533694527414468,150.0,2.0,1.0,1.0,1.0,1.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43991805,M,1990-05-18,303,1,31,2024-06-28,000618    ,35.167693360711844,385,35-45,7.0,8.0,1.0,599.3333333333334,744.6853921847354,1433.0,2.0,5.0,0.0,0.0,3.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
43991879,M,1997-12-26,1616,1,167,2024-06-28,000498    ,27.55920602327173,385,25-35,6.0,7.0,1.0,297.7142857142857,1.2535663410560205,300.0,2.0,2.0,2.0,1.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
43991953,M,1983-04-15,808,1,81,2024-06-28,000554    ,42.25872689938399,385,35-45,3.0,4.0,1.0,897.5,753.0687219636732,1430.0,2.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
43992028,M,2021-03-16,1616,1,167,2024-06-28,000498    ,4.339493497604381,385,<25,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
43992102,M,1987-12-04,303,1,31,2024-06-28,000618    ,37.620807665982205,385,35-45,6.0,7.0,1.0,153.16666666666666,56.746512374476964,269.0,2.0,2.0,1.0,0.5,2.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
43992176,M,1989-01-16,2626,1,260,2024-06-28,010220    ,36.50102669404517,385,35-45,3.0,4.0,1.0,1798.0,0.0,1798.0,1.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
43992176,M,1989-01-16,2626,1,260,2024-06-28,010220    ,36.50102669404517,385,35-45,3.0,4.0,1.0,1798.0,0.0,1798.0,1.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,INACTIF,District Grand Sud
43992251,M,1978-11-16,303,1,31,2024-06-28,010302    ,46.6694045174538,385,45-55,5.0,7.0,1.0,610.0,1037.4984337337576,1808.0,2.0,2.0,0.0,0.0,2.0,JEUNES ADULTES,INACTIF,District Tunis Nord
43992325,M,1980-05-15,101,1,13,2024-06-28,000482    ,45.17453798767967,385,45-55,9.0,11.0,1.0,537.0,509.22342836911974,1433.0,3.0,8.0,0.0,0.0,3.0,JEUNES ADULTES,INACTIF,District Tunis Nord
43992399,F,1990-08-01,2323,1,231,2024-06-28,000534    ,34.96235455167693,385,25-35,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
43992474,F,1982-11-16,3232,1,322,2024-06-28,000384    ,42.6694045174538,385,35-45,8.0,9.0,1.0,727.75,505.91921291842635,1438.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
43992474,F,1982-11-16,3232,1,322,2024-06-28,000384    ,42.6694045174538,385,35-45,8.0,9.0,1.0,727.75,505.91921291842635,1438.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
43992548,F,2070-07-14,101,1,13,2024-06-28,000482    ,-44.988364134154686,385,,2.0,2.0,1.0,4.0,0.0,4.0,1.0,2.0,1.0,0.5,2.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
43992622,F,2063-10-28,101,1,13,2024-06-28,000455    ,-38.27789185489391,385,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,JUNIOR,NON AFFECTE,District Tunis Nord
43992697,M,1999-06-18,2121,1,213,2024-06-28,000475    ,26.083504449007528,385,25-35,3.0,4.0,1.0,910.5,771.4534982745233,1456.0,2.0,1.0,0.0,0.0,1.0,JUNIOR,NON AFFECTE,District Tunis Nord
43992771,F,1993-05-27,1515,1,151,2024-06-28,010293    ,32.14236824093087,385,25-35,9.0,10.0,1.0,1442.75,779.7505477180933,2175.0,2.0,3.0,0.0,0.0,3.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
43992845,F,1984-09-15,202,1,24,2024-06-28,010251    ,40.837782340862425,385,35-45,3.0,4.0,1.0,908.5,768.6250711497771,1452.0,2.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,ACTIF,District Tunis Nord
43992920,M,1984-01-31,101,1,13,2024-06-28,000455    ,41.46201232032854,385,35-45,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,JEUNES ADULTES,ACTIF,District Tunis Nord
43992994,M,1979-09-11,101,1,13,2024-06-28,000482    ,45.8507871321013,385,45-55,3.0,4.0,1.0,899.0,755.1900423072327,1433.0,2.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,ACTIF,District Tunis Nord
43993068,F,2014-01-07,1515,1,151,2024-06-28,000636    ,11.526351813826146,385,<25,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,JUNIOR,NON AFFECTE,District Tunis Nord
43993143,M,2074-04-17,303,1,31,2024-06-28,010113    ,-48.747433264887064,385,,6.0,7.0,1.0,899.0,755.1900423072327,1433.0,1.0,2.0,0.0,0.0,2.0,JUNIOR,NON AFFECTE,District Tunis Nord
43993217,M,1984-05-26,303,1,31,2024-06-28,000618    ,41.14442162902122,385,35-45,9.0,10.0,1.0,731.0,633.9305955702091,1463.0,2.0,14.0,0.0,0.0,3.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
43993291,F,1987-03-09,2323,1,233,2024-06-28,000657    ,38.36002737850787,385,35-45,4.0,5.0,1.0,899.0,755.1900423072327,1433.0,2.0,7.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
43993366,M,2064-01-15,303,1,31,2024-06-28,010113    ,-38.49418206707735,385,,3.0,4.0,1.0,178.25,6.500000000000002,188.0,2.0,1.0,1.0,1.0,1.0,NON AFFECTE,NON AFFECTE,District Tunis Nord
43993440,F,1991-07-15,1616,1,163,2024-06-28,010099    ,34.00958247775496,385,25-35,6.0,7.0,1.0,242.14285714285714,32.7385021619732,293.0,2.0,2.0,2.0,1.0,2.0,NON AFFECTE,NON AFFECTE,District Tunis Nord
43993514,M,2070-05-06,303,1,31,2024-06-28,010113    ,-44.799452429842574,385,,3.0,4.0,1.0,164.0,0.0,164.0,2.0,1.0,0.0,0.0,1.0,TRES PETITE ENTREPRISE,ACTIF,District Tunis Nord
43993589,F,1999-06-17,1616,1,163,2024-06-28,010099    ,26.086242299794662,385,25-35,6.0,7.0,1.0,291.7142857142857,3.4016802570830427,299.0,2.0,2.0,2.0,1.0,2.0,NON AFFECTE,NON AFFECTE,District Tunis Nord
43993663,F,2072-10-29,101,1,13,2024-06-28,000482    ,-47.28268309377139,385,,3.0,4.0,1.0,1809.0,0.0,1809.0,1.0,1.0,0.0,0.0,1.0,NON AFFECTE,NON AFFECTE,District Tunis Nord
43993737,F,1985-09-01,808,1,80,2024-06-28,010204    ,39.87679671457906,385,35-45,2.0,2.0,1.0,1821.0,0.0,1821.0,1.0,1.0,0.0,0.0,1.0,TRES PETITE ENTREPRISE,ACTIF,District Tunis Nord
43993812,M,2024-06-13,505,1,51,2024-07-01,000441    ,1.0951403148528405,382,<25,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,GRANDE ENTREPRISE,ACTIF,District Tunis Nord
